year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit,nbad
2013,DEFIB,age80_84,1,AL- BIRMINGHAM,32645,83,83,73.9130122565637,1.12294165081372,2.54250268034921,2.62584593213721,0.239739931930326,2.11674376667449,3.25739325083926,1000,hrr,11,26,0
2013,DEFIB,age80_84,2,AL- DOTHAN,7058,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26,0
2013,DEFIB,age80_84,5,AL- HUNTSVILLE,10599,17,17,24.7814714701942,0.685996391313837,-1.60392489857534,-1.60180368102753,-0.322688697906174,-0.995586672421471,-2.57714883457897,1000,hrr,11,26,0
2013,DEFIB,age80_84,6,AL- MOBILE,10444,25,26,24.3249364326212,1.06886199156239,2.48946763692072,2.50147577919445,0.407606633379722,1.70272057465396,3.67493126414367,1000,hrr,11,26,0
2013,DEFIB,age80_84,7,AL- MONTGOMERY,6331,12,12,14.7561025239405,0.813222866982052,-1.89543516032222,-1.90858149414571,-0.457676331246187,-1.08359816534938,-3.36165511928582,1000,hrr,11,26,0
2013,DEFIB,age80_84,9,AL- TUSCALOOSA,4206,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26,0
2013,DEFIB,age80_84,10,AK- ANCHORAGE,6269,23,23,15.2560438772811,1.50759922985349,-3.66884670601372,-3.5121147357664,-0.608464216471002,-2.33321843593509,-5.28666743208036,1000,hrr,11,26,0
2013,DEFIB,age80_84,11,AZ- MESA,10008,38,38,24.3723719693011,1.55914246048205,3.79696243005596,3.63189724300529,0.489752401291142,2.64172550046718,4.99320522946715,1000,hrr,11,26,0
2013,DEFIB,age80_84,12,AZ- PHOENIX,30838,76,78,76.3560579932697,1.02152994863715,2.52934690965692,2.37950533062415,0.224273741432943,1.90484285578403,2.97244762279261,1000,hrr,11,26,0
2013,DEFIB,age80_84,14,AZ- SUN CITY,6864,21,21,16.8589692042053,1.24562775728671,-3.05944055944056,-2.90110984369426,-0.525985167671495,-1.89099445664191,-4.45080010447304,1000,hrr,11,26,0
2013,DEFIB,age80_84,15,AZ- TUCSON,13037,17,18,32.4673902867732,0.55440242782103,-1.38068574058449,-1.29161528875595,-0.252918399729786,-0.813547281025932,-2.05061229145077,1000,hrr,11,26,0
2013,DEFIB,age80_84,16,AR- FORT SMITH,5630,12,12,13.1084861185228,0.915437518222911,-2.13143872113677,-2.1321374433871,-0.511193668547676,-1.21064441437509,-3.75503328930802,1000,hrr,11,26,0
2013,DEFIB,age80_84,18,AR- JONESBORO,4154,16,16,9.27929296859266,1.72426930092139,-3.8517091959557,-4.01596714864197,-0.833886964235647,-2.45988280754774,-6.55640670745997,1000,hrr,11,26,0
2013,DEFIB,age80_84,19,AR- LITTLE ROCK,27480,71,74,63.3060925017715,1.16892382827023,2.69286754002911,2.7298098923841,0.26390711257048,2.17280145366479,3.4296102094323,1000,hrr,11,26,0
