year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit,nbad
2013,DEFIB,age80_84,1001,AL- ALABASTER,1037,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1002,AL- ALEXANDER CITY,465,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1003,AL- ANDALUSIA,620,0,0,1.43441388882901,0,0,-0.00000189696412870556,-0.00146026054790683,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1004,AL- ANNISTON,1985,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1006,AL- ASHLAND,268,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1007,AL- ATHENS,1035,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1008,AL- ATMORE,300,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1010,AL- BESSEMER,887,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1011,AL- BIRMINGHAM,8847,20,20,20.0034281741403,0.999828620668895,-2.26065332881203,-2.33223521775027,-0.434214675421144,-1.50434164814434,-3.61574853533057,1000,hsa,11,26,0
2013,DEFIB,age80_84,1012,AL- BOAZ,1158,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1013,AL- BREWTON,496,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1014,AL- BRIDGEPORT,150,0,0,0.344365405157108,0,0,-0.00000261049823468884,-0.00349750580066221,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1016,AL- CAMDEN,144,0,0,0.306236190051129,0,0,-0.00000286097736108752,-0.00390206345046858,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1017,AL- CARROLLTON,252,0,0,0.548088523843503,0,0,-0.00000257272278352057,-0.00276251255116409,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1018,AL- CENTRE,363,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1019,AL- CENTREVILLE,123,0,0,0.26779777111061,0,0,-0.00000281330067447712,-0.00411768105102197,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1022,AL- CULLMAN,1615,11,11,3.76340855133773,2.9228822355973,-6.81114551083591,-6.79665013373691,-1.70596134204906,-3.76330977842351,-12.274953633973,1000,hsa,11,26,0
2013,DEFIB,age80_84,1023,AL- DADEVILLE,176,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1024,AL- DECATUR,1413,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1025,AL- DEMOPOLIS,347,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1026,AL- DOTHAN,3415,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1027,AL- ELBA,189,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1028,AL- ENTERPRISE,718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1029,AL- EUFAULA,305,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1031,AL- EVERGREEN,166,0,0,0.416600943659658,0,0,-0.00000237286635674336,-0.00304252412152877,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1032,AL- FAIRHOPE,673,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1033,AL- FAYETTE,303,0,0,0.692862205955994,0,0,-0.00000234316813880161,-0.00233645015900977,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1035,AL- FLORALA,96,0,0,0.234464186787429,0,0,-0.00000256328147588573,-0.00420350174326488,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1036,AL- FLORENCE,2100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1037,AL- FOLEY,1083,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1038,AL- FORT PAYNE,792,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1039,AL- GADSDEN,1838,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1040,AL- GENEVA,344,0,0,0.79666579999646,0,0,-0.00000224582426501419,-0.00213153852615386,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1044,AL- GREENVILLE,456,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1045,AL- GROVE HILL,163,0,0,0.353868606263887,0,0,-0.00000274957150742063,-0.00355117235281788,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1046,AL- GUNTERSVILLE,804,0,0,1.8685077441908,0,0,-0.00000170879160593494,-0.0012136879663624,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1047,AL- HALEYVILLE,385,0,0,0.879030560157259,0,0,-0.00000221539090411936,-0.00201466812547283,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1048,AL- HAMILTON,258,0,0,0.572509808080835,0,0,-0.00000248892364295177,-0.00264677795655722,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1049,AL- HARTSELLE,627,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1051,AL- HUNTSVILLE,6066,12,12,14.3534233497559,0.836037487893371,-1.9782393669634,-1.94846269412386,-0.468247910706396,-1.10635510279119,-3.43154459252215,1000,hsa,11,26,0
2013,DEFIB,age80_84,1053,AL- JACKSONVILLE,510,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1054,AL- JASPER,1011,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1056,AL- LUVERNE,164,0,0,0.361988023614995,0,0,-0.00000268968248461993,-0.00346495303025488,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1057,AL- MOBILE,5722,13,14,13.046432703856,1.07309027055819,-2.44669695910521,-2.50561975624846,-0.55755054571166,-1.48361111759431,-4.231654972418,1000,hsa,11,26,0
2013,DEFIB,age80_84,1058,AL- MONROEVILLE,458,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1059,AL- MONTGOMERY,4097,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1060,AL- MOULTON,577,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1061,AL- MUSCLE SHL/SHEFFIELD,1202,0,0,2.80116482903041,0,0,-0.00000142058430220655,-0.00090503815856273,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1063,AL- ONEONTA,332,0,0,0.803630991091788,0,0,-0.00000216305740875775,-0.00208201845636834,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1064,AL- OPELIKA,1828,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1065,AL- OPP,285,0,0,0.634918437206713,0,0,-0.00000243189897697954,-0.00248444571489731,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1066,AL- OZARK,509,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1068,AL- PHENIX CITY,957,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1070,AL- PRATTVILLE,579,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1071,AL- RED BAY,135,0,0,0.322182370387155,0,0,-0.00000253401202522015,-0.00355878886740508,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1072,AL- ROANOKE,250,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1073,AL- RUSSELLVILLE,529,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1074,AL- SCOTTSBORO,672,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1075,AL- SELMA,1007,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1077,AL- SYLACAUGA,600,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1078,AL- TALLADEGA,564,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1079,AL- TALLASSEE,222,0,0,0.513425731859499,0,0,-0.00000245429263008971,-0.00277770525050568,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1080,AL- THOMASVILLE,260,0,0,0.578134684100844,0,0,-0.00000249900058302416,-0.00264885414811753,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1081,AL- TROY,503,0,0,1.13841466010884,0,0,-0.00000208332155365624,-0.00172029099959734,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1082,AL- TUSCALOOSA,3333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1083,AL- UNION SPRINGS,144,0,0,0.31411985161352,0,0,-0.00000279525861885721,-0.00381265967518197,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1084,AL- VALLEY,574,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1085,AL- VERNON,195,0,0,0.447089954995798,0,0,-0.00000252431014638724,-0.00301772067533219,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1086,AL- WEDOWEE,176,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,1088,AL- WINFIELD,312,0,0,0.706396701391667,0,0,-0.00000234917874720323,-0.00231539828860393,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2001,AK- ANCHORAGE,2653,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2002,AK- CORDOVA,30,0,0,0.0713672609464641,0,0,-0.00000277278624428398,-0.00791132471972452,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2003,AK- FAIRBANKS,844,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2004,AK- HOMER,175,0,0,0.43598951829507,0,0,-0.00000235080330474979,-0.00294657880872712,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2005,AK- JUNEAU,362,0,0,0.878280214447819,0,0,-0.00000211540434420762,-0.0019697230389374,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2006,AK- KETCHIKAN,211,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2007,AK- KODIAK,89,0,0,0.221097494618176,0,0,-0.00000252325954043732,-0.00428670100061273,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2008,AK- NOME,41,0,0,0.106481501943316,0,0,-0.00000250821035000042,-0.006158337733379,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2009,AK- PALMER,831,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2010,AK- PETERSBURG,45,0,0,0.105526294012907,0,0,-0.00000277701405340344,-0.00650974617430704,0,-99999,1000,hsa,11,26,0
2013,DEFIB,age80_84,2011,AK- SEWARD,55,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
