year,event,strat,geoid,geolab,Denominator,Observed Individuals,Observed Events,Expected Events,OE Ratio,Crude Rate,Adjusted Rate,Standard Error,Lower 95 CI,Upper 95 CI,Population Unit,geotype,Suppression Limit,Precision Limit,Statistically Insignificant
2012,Pace,ALL,1,AL- BIRMINGHAM,240824,1796,1796,1547.83528159858,1.16033018587425,7.45772846560144,7.79410287949251,0.152433203169977,7.44118979278015,8.16375356465904,1000,hrr,11,26,0
2012,Pace,ALL,2,AL- DOTHAN,50644,275,275,325.29225291096,0.845393634613469,5.43006081668115,5.6819035333759,0.283534821328248,5.04832939637591,6.39499232870296,1000,hrr,11,26,0
2012,Pace,ALL,5,AL- HUNTSVILLE,76201,477,477,490.54373751787,0.972390356899875,6.25976037059881,6.52663807865074,0.247332254925586,5.9661823299856,7.13974234337498,1000,hrr,11,26,0
2012,Pace,ALL,6,AL- MOBILE,79592,625,625,511.268979125608,1.22244850659412,7.85254799477334,8.21494256500207,0.272029793365485,7.59506962987687,8.88540653805393,1000,hrr,11,26,0
2012,Pace,ALL,7,AL- MONTGOMERY,45330,332,332,291.1121267435,1.14045403643568,7.32406794617251,7.67790615102089,0.348796795917165,6.89443800392789,8.55040582427449,1000,hrr,11,26,0
2012,Pace,ALL,9,AL- TUSCALOOSA,30009,165,165,192.160193062118,0.85865858776829,5.49835049485154,5.78099653890824,0.372415249565392,4.96268768637535,6.734238198108,1000,hrr,11,26,0
2012,Pace,ALL,10,AK- ANCHORAGE,55411,386,386,336.914950656656,1.14568973341099,6.96612585948638,7.67841573052816,0.323423162241601,6.94913921742413,8.48422607263243,1000,hrr,11,26,0
2012,Pace,ALL,11,AZ- MESA,81464,694,694,516.978986041292,1.34241433160413,8.51910046155357,8.99449551791539,0.28265353928786,8.34914087937295,9.68973344570945,1000,hrr,11,26,0
2012,Pace,ALL,12,AZ- PHOENIX,259749,1845,1845,1643.46838646349,1.12262579262031,7.1030109836804,7.52222872538295,0.145162511929854,7.18604611436633,7.8741388653009,1000,hrr,11,26,0
2012,Pace,ALL,14,AZ- SUN CITY,45381,389,389,324.186336112925,1.19992719207172,8.57186928450233,8.03729194691849,0.337338857513019,7.27650500269938,8.87762212985998,1000,hrr,11,26,0
2012,Pace,ALL,15,AZ- TUCSON,102777,563,563,674.977680578589,0.834101654320477,5.47787929205951,5.58858781278747,0.194980641387354,5.14520716202104,6.0701761382468,1000,hrr,11,26,0
2012,Pace,ALL,16,AR- FORT SMITH,43413,302,302,283.063400921586,1.06689879022424,6.95644161886992,7.14805298785506,0.340390776100223,6.38541241229324,8.00177940250435,1000,hrr,11,26,0
2012,Pace,ALL,18,AR- JONESBORO,30250,272,272,196.038882763878,1.38747985177825,8.99173553719008,9.29605760945735,0.466431334952487,8.25412249000558,10.469518374968,1000,hrr,11,26,0
2012,Pace,ALL,19,AR- LITTLE ROCK,199043,1631,1631,1302.74554598845,1.25197127330225,8.19420929145964,8.4024983769061,0.172416978612154,8.00377004709257,8.8210903809707,1000,hrr,11,26,0
2012,Pace,ALL,21,AR- SPRINGDALE,50061,461,461,332.552809744779,1.38624599309144,9.20876530632628,9.28466675295331,0.35795012681777,8.47417205890557,10.1726795389767,1000,hrr,11,26,0
2012,Pace,ALL,22,AR- TEXARKANA,33607,219,219,215.676938390792,1.01540758893372,6.51649953878656,6.82055882810167,0.381360630186672,5.9743092725546,7.78667802507382,1000,hrr,11,26,0
2012,Pace,ALL,23,CA- ORANGE CO.,183652,1311,1311,1250.93409259696,1.04801684417949,7.13850107812602,7.0196124275194,0.160682516183988,6.64905422741526,7.41082219323993,1000,hrr,11,26,0
2012,Pace,ALL,25,CA- BAKERSFIELD,69635,519,519,447.43338704236,1.15994920144586,7.4531485603504,7.77281597938368,0.282407982783007,7.13170989017108,8.4715543929554,1000,hrr,11,26,0
2012,Pace,ALL,31,CA- CHICO,46232,288,288,312.624550270032,0.921232832646182,6.22945146219069,6.1699470572041,0.300884893985205,5.49671611423663,6.92563448749043,1000,hrr,11,26,0
2012,Pace,ALL,33,CA- CONTRA COSTA CO.,61827,420,420,413.344448363153,1.01610170806262,6.7931486243874,6.81097066927167,0.275070306187197,6.18946834693334,7.49487982770979,1000,hrr,11,26,0
2012,Pace,ALL,43,CA- FRESNO,82055,550,550,547.00259371397,1.00547969300416,6.70282127841082,6.73814479096201,0.237843185896445,6.19755420912526,7.32588916400568,1000,hrr,11,26,0
2012,Pace,ALL,56,CA- LOS ANGELES,501622,3095,3095,3431.83974280532,0.901848638616797,6.16998457005474,6.0487445351588,0.0903110446170024,5.83851520478799,6.2665436619244,1000,hrr,11,26,0
2012,Pace,ALL,58,CA- MODESTO,70074,510,510,457.799556003663,1.11402467152222,7.27802037845706,7.4648194813275,0.273609810841178,6.84391884632912,8.14205006517502,1000,hrr,11,26,0
2012,Pace,ALL,62,CA- NAPA,35180,305,305,233.524965022111,1.30607020954321,8.66969869243889,8.74770668421905,0.414531747855689,7.81870320326802,9.78709259626919,1000,hrr,11,26,0
2012,Pace,ALL,65,CA- ALAMEDA CO.,77401,398,398,514.476360956695,0.77360211314646,5.1420524282632,5.19362706107516,0.215466137354397,4.70742012372768,5.73005199038246,1000,hrr,11,26,0
