HSA Number,HSA Name,Medicare enrollees (2008),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2008),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2008)
49001,VA-Abingdon,9141,5.22556480726494,5.46644531010454
49002,VA-Alexandria,26799,4.11705931574632,4.17882210517732
49003,VA-Arlington,19602,3.65999649839629,3.74881136314357
49004,VA-Bedford,4212,4.76999074856132,4.99489960080283
49005,VA-Big Stone Gap,2132,6.60076345070749,7.30457330531287
49006,VA-Blacksburg,7421,4.94280762136503,5.02762181306479
49007,VA-Charlottesville,31444,4.4160624176611,4.54718027573958
49008,VA-Chesapeake,15457,5.1772499082374,5.28862151367709
49009,VA-Clintwood,2135,6.00075378728317,6.50872272002524
49010,VA-Culpeper,5249,5.81442340149272,5.86879208198973
49011,VA-Danville,17434,5.4252534255747,5.6125330388768
49012,VA-Emporia,4424,5.13838428694577,5.29639872423839
49013,VA-Fairfax,7777,4.18786960024411,4.37004379938562
49014,VA-Falls Church,57352,3.61417966286094,3.62432806842884
49015,VA-Farmville,4722,4.66840176051818,4.81195851358138
49016,VA-Franklin,3796,5.59201519706453,5.689864639188
49017,VA-Fredericksburg,27513,4.89868726856596,4.95213635875177
49018,VA-Front Royal,4081,6.64222834194933,6.68036274363082
49019,VA-Galax,8431,5.48945051202261,5.65429615321083
49020,VA-Gloucester,8091,4.94640824256709,5.01669884811155
49021,VA-Grundy,3177,6.84735494430628,7.36309664625369
49022,VA-Hampton,9711,4.78096526512875,4.80221709928624
49023,VA-Harrisonburg,19018,4.33852640800723,4.49323986178813
49024,VA-Hopewell,4878,5.49885262061616,5.75497863542683
49025,VA-Hot Springs,1077,5.23208784874894,5.0819384112758
49026,VA-Kilmarnock,8576,4.43112897279112,4.52872051254626
49027,VA-Lebanon,4461,6.00689033671064,6.1204566938375
49028,VA-Leesburg,11558,4.31397592082655,4.33591942780393
49029,VA-Lexington,5630,4.72881389606168,5.11868915846422
49030,VA-Low Moor,4624,5.59602663328772,5.72085790119653
49031,VA-Luray,3221,5.82556415568321,6.11615158013272
49032,VA-Lynchburg,33991,4.92250282700319,5.23765351599592
49033,VA-Manassas,13930,5.07388076932552,5.11874198380688
49034,VA-Marion,5835,6.12638723652162,6.36925203731029
49035,VA-Martinsville,13396,5.22766881173639,5.66125761019817
49036,VA-Nassawadox,6377,4.59646129494082,4.61957799851278
49037,VA-Newport News,35836,4.8177303010356,4.90295223421984
49038,VA-Norfolk,33933,4.9254711273944,5.02457443294016
49039,VA-Norton,4399,6.26710749242001,6.98724836626193
49040,VA-Pearisburg,3444,5.04680517710734,5.44077616776252
49041,VA-Pennington Gap,2746,5.48313125888467,5.68695452163625
49042,VA-Petersburg,15309,5.06523627832201,5.09518052293566
49043,VA-Portsmouth,21229,4.7741474767369,4.85396866244415
49044,VA-Pulaski,3233,6.05165338395711,6.18752319062336
49045,VA-Radford,5307,6.03786758107882,6.20953629754629
49046,VA-Reston,15148,3.95489639082505,4.01678041083035
49047,VA-Richlands,4258,6.40537626131194,6.58126415327063
49048,VA-Richmond,119441,4.83766158473018,4.98955795351285
49049,VA-Roanoke,40000,4.99634830705767,5.10536285188185
49050,VA-Rocky Mount,4226,5.54924275859523,5.56085968905198
49051,VA-Salem,8546,5.46740795604563,5.71740199579015
49052,VA-South Boston,10253,5.20780769140551,5.50142128049174
49053,VA-South Hill,5495,5.183046284943,5.47581618091141
49054,VA-Staunton,18477,4.94800255727286,5.04940430991905
49055,VA-Stuart,2964,4.84619193629813,5.08447706166068
49056,VA-Suffolk,9660,5.46713704288775,5.66526565315761
49057,VA-Tappahannock,4441,5.85350596551112,5.96854852977347
49058,VA-Tazewell,2159,7.46928801469665,7.92507626966062
49059,VA-Virginia Beach,30223,4.6323004251812,4.70084829851032
49060,VA-Warrenton,8623,4.72887984080186,4.67621690282025
49062,VA-Williamsburg,16358,3.62992038540359,3.6784461944845
49063,VA-Winchester,19303,4.97731409374939,5.07141706747524
49065,VA-Woodbridge,11568,5.11963832347821,5.13824641975736
49066,VA-Woodstock,4579,5.40002637254474,5.52631371746839
49067,VA-Wytheville,5678,5.29081093712793,5.52568609090708
