HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1996),Total Medicare reimbursements per enrollee (Part A and B) (1996),Total Part A Medicare reimbursements per enrollee (1996),Total Part B Medicare reimbursements per enrollee (1996),Medicare reimbursements for inpatient short stays per enrollee (1996),Medicare reimbursements for inpatient long stays per enrollee (1996),Medicare reimbursements for outpatient services per enrollee (1996),Part B Medicare reimbursements for professional & laboratory services per enrollee (1996),Part B Medicare reimbursements for medical & surgical services per enrollee (1996),Part B Medicare reimbursements for medical care per enrollee (1996),Part B Medicare reimbursements for surgical services per enrollee (1996),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1996)",Part B Medicare reimbursements for durable medical equipment per enrollee (1996),Medicare reimbursements for home health services per enrollee (1996),Medicare reimbursements for hospice services per enrollee (1996),Medicare reimbursements for skilled nursing facilities per enrollee (1996)
1,AL-Birmingham,12561.8901824951,5367.82929671007,3662.82652623169,1702.51115452383,2522.05866968198,59.5766771095567,360.017084295543,1027.07270453632,775.220139393884,443.202113884479,332.41413866996,251.860640855406,139.125480959656,737.621469744906,52.4355924185059,273.870893448942
2,AL-Dothan,2168.24638366699,4736.78270568251,3196.76704202038,1538.04401313954,1977.84554169312,-101.325247280811,340.002735982655,846.513656772884,665.15915162663,367.796818463495,298.197494956532,181.233850390807,151.869211924531,823.867042825035,-76.6436707949872,187.773360072005
5,AL-Huntsville,2592.49667358398,4874.9145567743,3248.3265605535,1627.219279987,2345.85478276239,-81.6366447666171,399.786701206301,954.62628200232,705.422092733193,398.735205137351,306.467405944376,249.095517353702,105.414492413181,515.312517016097,49.9186975952035,249.532256512486
6,AL-Mobile,3800.65399169922,6163.17100030872,4323.7361306826,1833.13083245286,2832.47847644755,-70.9210201280852,389.375562490089,1046.54629056718,817.043110350956,461.153405864298,356.626928039246,229.376618793734,141.215436328574,1036.78764259186,54.8535227767162,289.675115417417
7,AL-Montgomery,2281.66271972656,4912.82892603928,3192.40254529068,1723.28536032827,2181.21599342818,-128.054334892984,252.354371103141,1046.01496312405,770.430660399052,457.377173809667,312.939967116068,275.853463161703,161.939296541287,596.452768356477,-67.3697291032312,200.327469152962
9,AL-Tuscaloosa,1387.24778747559,4817.31512929205,3264.66909663885,1549.11794646014,2214.43579138151,,289.782977104454,963.487664691568,693.994872909308,392.995680664888,301.90562408812,269.765126194243,102.200303675025,713.473845216375,-128.098887842716,166.342543017182
10,AK-Anchorage,1333.33120727539,5196.70732979871,3547.65309638559,1657.01007157545,2777.45181358504,,620.279305357413,801.169590604902,626.485240678943,361.183118235906,264.76409412094,174.972372233891,105.642070907866,508.473769080377,,206.919269056732
11,AZ-Mesa,2437.49125671387,4830.70349577833,3131.91336730492,1697.21809758965,2078.53480637366,,250.400341320118,1100.51501892517,807.211415311361,453.887373454528,352.62902004959,293.191562546907,120.968059923754,427.297383113711,-141.473216477489,455.372735094307
12,AZ-Phoenix,8521.47219848633,4968.39575281054,3196.92577212059,1768.77590680697,2107.06314090688,110.692433122876,385.730629999735,1037.03934205417,767.185033804452,425.020419962801,341.182919940351,269.74302675448,124.531710327707,487.515348967353,107.661502820782,388.163438957897
14,AZ-Sun City,2192.41108703613,4456.34752578721,2585.78530896213,1868.50914376814,1961.95976155234,,236.469232118968,1270.72493164864,904.293415478027,463.918320665725,439.626018020193,366.84075592355,79.6352524545207,274.212567363684,-76.1659484910211,231.750500173693
15,AZ-Tucson,3316.40371704102,5134.48690318512,3373.58865616824,1760.67251088569,2204.1998740013,-108.651839243897,421.632976248251,1021.59341586814,793.579966613106,452.671217106738,340.568102861702,228.038817961223,114.075004270517,430.568116432371,148.37966512333,474.119331666023
16,AR-Fort Smith,2130.82940673828,5599.06305171815,4113.43265903669,1490.76158873264,2142.78037328614,-244.563869698804,271.199903738499,875.08087927302,688.769621852344,421.319773646654,267.712701803279,186.372787675438,151.074841556954,1402.73215444128,-153.485239197703,183.487217626733
18,AR-Jonesboro,1424.33090209961,4600.37672907539,2891.35863605354,1706.83126437201,2014.59537757062,-192.297598704368,429.217594733684,807.037673626096,618.545667688678,344.867040027986,273.318674731673,188.515557312326,157.026727722933,421.888606466232,,223.73530142097
19,AR-Little Rock,9213.31172180176,4588.1565437297,3015.51089060742,1572.76031539073,2148.33091413081,94.9267398867146,361.323975043484,880.529946199257,669.489690089536,378.323981953924,291.404797997822,211.037590277414,120.908777943134,420.346722783825,87.9604170066663,264.938062034016
21,AR-Springdale,2268.66401672363,3617.06522577444,2255.05316267096,1357.75353653311,1508.57404045322,-125.655842305999,330.642824107626,712.69444302312,562.231650372656,309.988963080892,251.483041475378,150.603092349896,133.638993318872,320.360082184395,-74.3897481059094,213.514948304783
22,AR-Texarkana,1678.91387939453,5690.17172037434,4035.88361927267,1643.43863449117,2384.26132325164,-321.570017504826,424.108729526144,878.418816063296,680.245381680274,381.983939052318,299.05167458722,198.043563153496,121.132273043221,806.53256467398,,474.142972050813
23,CA-Orange County,5964.06364440918,7405.78071688375,4831.91344484577,2573.08490951207,3161.16371696816,102.464330754075,513.010398061265,1635.9076613346,1237.24965877391,797.61797877422,440.939603088805,398.65048837674,132.927516485935,647.00910705962,112.798457362927,786.324079992924
25,CA-Bakersfield,2722.90626525879,5830.84538240551,3751.19483405497,2078.79285220212,2578.30332091916,-114.361588496928,422.737678019663,1215.84091971235,888.434635602061,530.270986777838,358.225834806489,327.409902461882,148.301742156729,560.016475401035,52.2639524909037,444.171650029272
31,CA-Chico,1597.57920837402,5222.87020155049,3513.40661923406,1710.23321512924,2247.37508835889,,494.872056671978,910.567396146097,703.05439924517,397.980730608833,304.756178976438,207.502917280176,138.319753724324,582.080532383853,-34.2313857084908,566.550078613488
33,CA-Contra Costa County,1926.1595916748,5716.52169749357,3837.93106298419,1878.06860154864,2742.9955005137,,494.850833547329,1065.5796321786,806.400474386597,465.440137740425,340.96565474555,259.181751555195,79.7170139823165,480.062437931469,-28.186815178465,551.123743818494
43,CA-Fresno,3266.07244873047,4276.28005429979,2529.89665558533,1744.16064758672,1752.73017319057,-52.5766842561692,472.528074046847,931.575614228964,704.553245418006,395.265786880926,309.043246177255,227.020901170869,100.332234100909,405.397756742298,23.837354703975,287.340015057264
56,CA-Los Angeles,20489.6847839355,7934.93802806677,5231.33529043126,2703.63153185187,3790.56700376646,21.2328344765161,515.791803321812,1754.72731378087,1306.6563331357,854.384488014901,451.529763841279,448.143915600572,158.42794787148,694.715799339871,60.4647486662825,662.560416924526
58,CA-Modesto,2506.82334899902,5901.82144454834,4036.57502658176,1869.08559404702,2864.46503709828,,393.203835636256,1075.67548724766,819.28920542032,488.34835236079,331.041971786099,256.404512078393,121.811171157424,726.937039879355,27.0886468055707,419.673575305304
62,CA-Napa,1492.6626739502,5869.93372767359,3870.60006099801,1999.32584408787,2790.53229408116,,642.873125139169,1052.57666831389,837.932452135157,454.498812607176,382.747976632201,214.462377949903,102.180190690187,527.428647771052,-72.7971566250161,467.628240901187
65,CA-Alameda County,3333.98803710938,6473.70189291137,4512.4540515959,1950.51853641249,3399.78971919179,,441.86542254208,1115.98246970136,881.521907924978,542.50311739305,338.085834577234,234.045106260744,110.532623594023,485.414148287146,56.6301343741145,574.489603903173
69,CA-Palm Springs/Rancho Mirage,1392.4116973877,6584.79563568451,4124.46493798342,2458.35770186042,2669.68140246019,,498.837959741977,1569.26348956159,1154.93394998058,726.177957688745,429.284155297475,414.460190862083,120.772682507175,629.863113172885,-117.630767292082,667.672786162269
73,CA-Redding,2028.08053588867,5227.92194301281,3489.99447680795,1739.08142206998,2563.54511798404,,445.731861405351,953.862940653518,718.729540723817,366.500900668957,350.523562624082,235.116017850234,132.004133519517,586.488253803209,,292.178654675344
77,CA-Sacramento,6600.89064025879,5491.45898846942,3726.11844838108,1766.41277911527,2601.26094264927,38.0053564808659,374.324909616638,1023.52242775512,773.543261527355,442.761176382327,330.585498809872,249.978008028895,123.526864517586,535.932343358792,76.4308339034805,470.013731897169
78,CA-Salinas,1423.49671936035,5299.68078716995,3586.29247139935,1714.95764246549,2420.65309258853,,365.8006651305,998.359663627531,793.182186315516,458.883482642922,334.151016983795,205.150637232265,112.592582631631,788.225081699648,-60.1634783824966,330.511550386339
79,CA-San Bernardino,3691.73272705078,7149.04596165274,4872.42651035275,2276.48124939478,3386.41330157227,-75.317563926863,433.650244296653,1348.70683153647,1032.67752998246,641.786301446537,390.929865244085,316.005368085618,185.174810799359,634.046840921958,111.251461466801,657.895217626539
80,CA-San Diego,7127.47459411621,6386.00866738494,4250.58772905437,2135.75883899295,2850.20446750967,74.9283722931923,467.218522821564,1272.54784901973,967.18434000126,576.056109553378,391.17477514048,305.361276568495,136.031291979801,665.949850194116,107.154137686492,539.247883279847
81,CA-San Francisco,3937.23667907715,6153.65018113253,4229.6865522966,1919.27885416507,3208.73617962347,,516.298318484488,1095.88688505795,886.424441593507,554.379147867555,331.448356077981,209.09988691199,91.9022384514416,543.608462353563,53.1281381457423,425.813993677292
82,CA-San Jose,3313.32179260254,5698.12891352318,3859.28408890712,1839.96366733176,2685.55179329784,,470.311734638107,1087.25231540952,837.176958586489,515.002010219769,322.455905246404,250.10621971152,73.5964962833762,425.660436548702,43.4330174979942,672.874490760638
83,CA-San Luis Obispo,976.164794921875,3959.39686707801,2183.63499506436,1766.39221732488,1659.24963641563,,316.770353767483,1090.06884985184,878.134218455216,512.129849697199,365.839927658591,212.010113027508,83.3977437706526,261.450472532846,,247.643858561932
85,CA-San Mateo County,2003.49108886719,5343.26659172977,3608.284756983,1735.46718416502,2518.74629257969,,473.906507700032,1004.09551832098,804.626267205722,482.992055752325,321.690248948557,199.423389557671,67.8935237566735,552.621085812959,-33.4901474152586,490.142695318546
86,CA-Santa Barbara,1413.83027648926,4887.65964629694,2923.85328954991,1962.17304969982,2033.18760230764,,361.996854992103,1262.4159025543,957.202682335207,539.351623512784,417.527443217111,305.210844007047,84.5945346196948,359.091614750399,,414.026733766299
87,CA-Santa Cruz,971.329864501953,5396.43396112873,3649.25062070877,1746.62346316579,2448.21786729128,,367.608369649295,1102.63868598912,818.954654637823,504.362765540279,314.693868607534,283.747953539279,92.2942663928297,640.716095389311,,514.786340349195
89,CA-Santa Rosa,1451.16067504883,4988.48596678002,3118.33289773879,1873.57907605433,2004.15948190585,,383.521524032743,1089.02691448621,840.313063353613,514.698623335306,325.497371818291,248.601992340852,125.447310678039,497.159995954149,-70.4070304617714,517.989292272009
91,CA-Stockton,1558.16011047363,5834.19297655014,3929.65998355543,1904.42204149811,2679.60600623598,,459.202150172593,1061.37340529641,814.580734229026,467.272692514034,347.319793680468,246.755720622389,115.01342366655,541.396467889817,,646.647262356915
96,CA-Ventura,1958.16079711914,5783.50512462649,3375.4983813066,2400.06667505636,2349.0937066182,,511.219744275627,1448.03933659546,1089.55124067744,660.434343279671,429.457907423909,358.462305203669,103.719880760199,516.646046658996,-67.3685368175163,367.331738779797
101,CO-Boulder,658.163986206055,5092.71986969691,3402.78806939712,1690.21463071279,2093.32828692704,-197.209072480038,498.477008967463,867.828066728087,682.83848051437,400.085954172377,282.676004958726,185.031235337455,185.87013860806,576.805309613796,,472.04726437113
102,CO-Colorado Springs,2504.32760620117,4549.78829812643,2949.80394879767,1598.7006612705,1915.58314479739,,448.951679565014,802.984004195796,635.690701406786,343.978842879036,290.904627525491,167.439773769468,201.185165214952,538.132707540674,69.5691579003851,368.64332451877
103,CO-Denver,6363.39163208008,5396.63664129858,3584.95488342302,1811.74072683177,2248.93361876289,73.4531937859397,578.502540214096,904.974974281702,700.938126737869,415.471667355262,285.473855833982,204.04712079801,177.391674333395,595.962013067792,104.678584413069,551.912793840948
104,CO-Fort Collins,1164.33181762695,4901.80974892995,3205.9411725064,1695.13065515962,1952.6091105404,,506.229793130061,857.150223312714,665.402868953242,355.682683497357,308.579035734868,191.840536604667,186.938339021201,694.053567266225,-71.3433210564151,380.432914998489
105,CO-Grand Junction,959.331237792969,3478.92782189203,2170.02428521946,1305.80254967404,1556.27803337308,,402.159599436187,606.852736385441,498.679001296297,242.806597150118,254.155711401067,108.263242197633,182.285798326473,300.55786582829,-78.0740026882931,229.486878744382
106,CO-Greeley,1386.58061218262,4822.35138774273,3200.21600670557,1622.34461458913,2102.66499976877,,473.232170147598,825.073758177504,661.686158135607,354.296002286491,306.731033877477,163.399585172131,187.46276929971,631.15537547891,-40.4841249286288,391.626364812281
107,CO-Pueblo,752.081924438477,5222.1467398603,3538.67586660368,1685.27951076718,2279.36016465823,,421.956130842665,897.321277462994,693.624350742493,391.769710773749,301.514516961892,203.762800284536,196.492380721452,722.447916259892,,521.886841898765
109,CT-Bridgeport,3631.6591796875,5796.06212755763,3768.4521003717,2027.54310859699,2568.08402336723,,459.049189077341,1277.28137302522,938.380414077189,599.589348184824,338.922953075887,338.856560471834,73.6982733482181,770.467140631872,59.6405470277089,359.347548059659
