HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1999),Total Medicare reimbursements per enrollee (Part A and B) (1999),Total Part A Medicare reimbursements per enrollee (1999),Total Part B Medicare reimbursements per enrollee (1999),Medicare reimbursements for inpatient short stays per enrollee (1999),Medicare reimbursements for inpatient long stays per enrollee (1999),Medicare reimbursements for outpatient services per enrollee (1999),Part B Medicare reimbursements for professional & laboratory services per enrollee (1999),Part B Medicare reimbursements for medical & surgical services per enrollee (1999),Part B Medicare reimbursements for medical care per enrollee (1999),Part B Medicare reimbursements for surgical services per enrollee (1999),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1999)",Part B Medicare reimbursements for durable medical equipment per enrollee (1999),Medicare reimbursements for home health services per enrollee (1999),Medicare reimbursements for hospice services per enrollee (1999),Medicare reimbursements for skilled nursing facilities per enrollee (1999)
1,AL-Birmingham,11587.3072357178,6064.91279427001,3676.85562879156,2388.08017027634,2797.27686476788,221.038122649599,396.435306860965,1291.97579267591,991.616543764652,642.966097522912,348.990198306937,300.368328213773,174.042371610897,403.267072849917,93.3507352992049,434.703682856771
2,AL-Dothan,2277.07933044434,5393.60913453018,3254.15007338473,2139.36819627215,2419.47905996946,142.074228009327,358.983491287546,1166.54761530264,938.133907558662,576.340959918836,363.112710363285,228.015400486285,175.986672534044,260.078536794376,211.395823154435,407.141190974012
5,AL-Huntsville,2806.49659729004,5273.72350891928,3096.32202344847,2174.90768672405,2403.99222466556,209.792800169003,369.772422948924,1193.91321795415,911.180011931628,585.825900778578,324.983242033706,282.651781397613,172.90975381419,314.228423271769,85.8904743938413,275.832817654387
6,AL-Mobile,3522.07620239258,6090.30042563086,3425.25397083851,2663.81143543923,2512.04780773977,254.977102339044,449.189290627699,1234.5768697634,960.762762556007,594.789005635756,367.273743746547,273.556725746577,205.128578829635,655.730623869767,123.964757798561,356.602732072886
7,AL-Montgomery,2301.66296386719,5661.07667433288,3345.34867075019,2315.34613244617,2427.9590176096,330.288066712098,268.102250277912,1382.7976269279,1079.22861994808,743.280432951043,334.290365964306,303.160595487487,194.693394616519,261.103388785753,160.235663287492,320.968228724494
9,AL-Tuscaloosa,1412.83113098145,6219.56231975827,3881.50129309824,2339.19661870098,3137.20190847639,288.874838055592,312.997097115269,1225.00272697031,918.547281011704,588.295172401444,331.300988674784,306.871181611854,131.929261450472,527.586312170292,,284.224328340612
10,AK-Anchorage,1516.91442871094,7281.02749140537,4852.42208509823,2445.03632587048,4043.67928621817,257.32641299448,912.001218142738,1023.96879506071,794.247142724624,512.151479413614,281.046875855515,229.909986204539,121.223132582264,304.024559354507,,406.593004687807
11,AZ-Mesa,2258.99295043945,4982.25562258498,2841.56743429145,2140.6530994954,2141.72546259114,141.372354794332,283.105491289909,1350.23721970012,985.45754740375,597.347914262015,387.314291304734,364.445174763346,118.393605946473,160.302745643104,138.436067854127,335.84478369616
12,AZ-Phoenix,7836.14364624023,5565.50854948032,3211.33327366541,2352.22863935907,2404.67947884385,216.656362607543,395.485675451859,1359.19138419189,1006.5859829725,634.595514515818,370.840907703978,352.092036146143,142.864841311454,204.138537942149,125.207365260283,380.277407089644
14,AZ-Sun City,2082.32917785645,5168.06440704886,2885.75897516259,2284.6422622369,2165.87250784962,259.081143087519,282.934087526989,1543.6549852066,1094.02895390054,669.863076565364,423.386504967332,449.668303247066,93.827094009837,89.9787997536642,-162.410307238357,245.003197261525
15,AZ-Tucson,3154.74085998535,5456.49355165114,3262.89628232813,2193.75435319769,2118.20258780491,552.322959714421,448.396323552344,1241.76817258293,957.962625075145,607.08414998346,350.250051684522,283.823146477859,111.845859345586,255.031189980516,131.195723148353,337.727041873032
16,AR-Fort Smith,1925.66268920898,5542.79795423613,3150.49040580374,2390.93442022267,2310.37561867119,424.874831529201,516.71735020905,1057.06145895205,828.746169551268,567.151757874484,262.176926347839,228.510961675237,196.91650746815,451.807167920399,-104.756249442052,251.161934885094
18,AR-Jonesboro,1367.24731445313,6581.92725322521,4137.43705319593,2445.59648867562,3009.97679150967,580.773115526992,610.105082404212,1086.37681470222,856.992932948766,549.11718616321,307.316239823118,229.616991502482,224.648158201933,316.010416320592,-54.3527857370912,379.446466380909
19,AR-Little Rock,8764.3162689209,5534.82961898568,3282.38285202489,2252.16786402462,2378.77345954914,418.400972929075,485.711699675474,1144.51832335688,889.498021316971,590.226161621373,299.2364344017,254.960842913617,164.557853595463,264.305852609366,71.8564988103687,302.435342435927
21,AR-Springdale,2354.33009338379,4956.03191766536,2951.07230191102,2004.46738299994,2045.02998104663,395.730877073269,512.270583469491,987.257337458454,777.123613861684,500.773718014239,275.874425812911,210.402655173753,144.319510924984,178.369944470155,59.6850251607736,368.353163834038
22,AR-Texarkana,1663.66412353516,6333.77820578233,3813.22309893653,2520.4917525189,2595.83175780091,712.706730840132,483.797828673092,1171.06873351781,903.228995496986,589.487955595408,314.047791470468,267.806529375995,175.051123924493,471.267030538826,,323.635784461052
23,CA-Orange County,6162.65139770508,7991.37275651107,4658.98665681894,3331.76224726126,3123.05530197068,505.756267662432,498.386884200863,2062.92400734504,1569.60673004792,1102.94141577745,468.19174365193,493.130431695714,165.659591651723,342.438356267975,84.9237514265055,768.018884534724
25,CA-Bakersfield,2550.65998840332,6835.55426712138,3949.49824333611,2886.30356813011,3033.06447279087,223.17325382013,533.857433694179,1581.62578180916,1175.92471921572,770.622824244901,405.119945543474,405.463977201018,217.928723214471,222.466754992588,10.4725691021797,579.635590681541
31,CA-Chico,1607.91366577148,5989.68157838836,3583.20463716079,2406.73401376669,2634.42183129166,212.827193027523,593.58408016557,1241.35936738314,993.976460148676,642.889320524589,350.792368767172,247.551534258137,183.089591477937,279.157714553009,-86.5924512807726,539.48589850179
