HRR Number,HRR Name,Medicare enrollees (2009),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2009),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2009)
10,AK-Anchorage,50635,4.90953740295405,4.96356549262107
1,AL-Birmingham,301868,5.51707661933016,5.75938394833638
2,AL-Dothan,54318,5.48154321643414,5.62191851842555
5,AL-Huntsville,78952,5.0373986794345,5.18936605558711
6,AL-Mobile,106871,5.20285268241259,5.36628530064691
7,AL-Montgomery,55558,5.14996690188985,5.47936341693864
9,AL-Tuscaloosa,31849,5.49450164150852,5.68242574717098
16,AR-Fort Smith,51098,5.62453769888675,5.85791912651397
18,AR-Jonesboro,33216,5.93843425688613,6.13822380704793
19,AR-Little Rock,216589,5.19661487231251,5.34046539231671
21,AR-Springdale,60531,4.78897722736037,5.03534265641565
22,AR-Texarkana,36299,5.44573043863011,5.48760093340276
11,AZ-Mesa,134023,4.23282098342182,4.19510277288257
12,AZ-Phoenix,352920,4.60691544942511,4.48100317886141
14,AZ-Sun City,83120,3.74822146949125,3.78160705835353
15,AZ-Tucson,169858,4.25663547903383,4.32004688531041
65,CA-Alameda County,156659,3.69775375600464,3.76143680132649
25,CA-Bakersfield,97458,4.73766872349897,4.82544454893311
31,CA-Chico,44798,4.71281973211783,4.79148756804905
33,CA-Contra Costa County,116777,4.01521469727615,4.11541618054
43,CA-Fresno,114583,4.31593406163909,4.47850246287238
56,CA-Los Angeles,983473,3.77283374132506,3.77161526274235
58,CA-Modesto,93744,4.32193430420682,4.46126867855031
62,CA-Napa,40956,4.65697474524706,4.95377046555881
23,CA-Orange County,346475,3.81348037932148,3.82036489356814
69,CA-Palm Springs/Rancho Mirage,66374,4.11044823474048,4.12452557142638
73,CA-Redding,52219,4.83080901517929,4.99193548470425
77,CA-Sacramento,302393,4.13049364830669,4.24355757963676
78,CA-Salinas,39498,3.80952438892865,3.87431265908371
79,CA-San Bernardino,274552,4.58439306954609,4.73359725916115
80,CA-San Diego,385832,3.8946669089528,3.97635021399599
81,CA-San Francisco,181944,3.56945042536106,3.65448735215838
82,CA-San Jose,177415,3.54651316262216,3.59032160217857
83,CA-San Luis Obispo,35755,3.98509257994826,4.08015578126674
85,CA-San Mateo County,99955,3.48077818214985,3.55664946227182
86,CA-Santa Barbara,54492,3.73767428011802,3.84442137385274
87,CA-Santa Cruz,28064,4.12485761065656,4.19797333305348
89,CA-Santa Rosa,63312,4.17286601565884,4.43239355361894
91,CA-Stockton,57053,4.34058805021633,4.33543012397471
96,CA-Ventura,95755,3.99438512443856,4.06574800164935
101,CO-Boulder,29180,4.05809073671006,4.16815769711965
102,CO-Colorado Springs,89630,4.3946190769608,4.41975442374514
103,CO-Denver,272859,4.30903117268326,4.38037891771465
104,CO-Fort Collins,35418,3.92468982698473,4.05087113870479
105,CO-Grand Junction,42615,4.40989397982237,4.59299937690398
106,CO-Greeley,41253,4.0725341859724,4.31034222628534
107,CO-Pueblo,25599,4.60736423448192,4.77917556251748
109,CT-Bridgeport,86807,3.78585055253571,3.96855023890264
110,CT-Hartford,204771,4.34189078200894,4.55940630391902
111,CT-New Haven,198953,4.31375663040381,4.56860270451494
113,DC-Washington,283126,4.1121390313904,4.14368208939349
112,DE-Wilmington,94389,4.75487734162259,4.81457541468599
115,FL-Bradenton,58662,4.10829357406826,4.34379246471324
116,FL-Clearwater,97893,4.58762693146516,4.98043296473819
118,FL-Fort Lauderdale,442733,3.91877822337372,4.12750734788246
119,FL-Fort Myers,224253,3.89026359934092,4.09983508362208
120,FL-Gainesville,74297,4.92933595484452,5.10714810517817
122,FL-Hudson,92481,4.77239767249142,5.12152536605924
123,FL-Jacksonville,184107,4.81339177660493,4.93617634424483
124,FL-Lakeland,53141,4.73736929875969,5.04061804213748
127,FL-Miami,394545,4.01826317891925,4.76792973102165
129,FL-Ocala,140813,4.26157517906111,4.49665268610633
130,FL-Orlando,511314,4.33824565623442,4.61699586146748
131,FL-Ormond Beach,82631,4.35827028013332,4.67961780863503
133,FL-Panama City,29515,5.12438926874105,5.25551411163493
134,FL-Pensacola,105929,5.0891617406109,5.27784124992605
137,FL-Sarasota,101098,3.74675502697586,3.92333430549088
139,FL-St. Petersburg,67882,4.83234662048754,5.09073143984132
140,FL-Tallahassee,90843,5.10092559135398,5.35549416193148
141,FL-Tampa,154404,4.69731506332825,5.13033917454369
142,GA-Albany,24658,4.93484758054192,4.95755918786357
144,GA-Atlanta,557872,4.80661964936306,4.92824093986464
145,GA-Augusta,81192,5.03802584871453,5.19482126504823
146,GA-Columbus,37826,5.1873242785467,5.22825176204249
147,GA-Macon,87082,5.44113706376583,5.41675546645709
148,GA-Rome,37780,5.72493957125118,5.74731612920614
149,GA-Savannah,99808,4.83473084266391,4.95345210262573
150,HI-Honolulu,177300,3.79695087148378,4.06537975114939
190,IA-Cedar Rapids,40064,4.55387723993185,5.01564747259973
191,IA-Davenport,74720,4.51943418301489,4.7217996537111
192,IA-Des Moines,146210,4.50814897589224,4.66613470423468
193,IA-Dubuque,24972,4.42317103812633,5.03336764578163
194,IA-Iowa City,44272,4.52102666444631,4.71193765423414
195,IA-Mason City,24989,4.17882719434664,4.23974789281847
196,IA-Sioux City,37783,4.60712861474804,4.89327124754203
197,IA-Waterloo,32336,4.57649027359189,4.82164640857854
151,ID-Boise,100464,4.39627727453364,4.75352131677555
152,ID-Idaho Falls,22733,4.59972170837397,4.8486444978107
154,IL-Aurora,25425,4.67039691725733,4.81609385553564
175,IL-Bloomington,22047,4.60674419093509,4.73317508422123
155,IL-Blue Island,111423,4.73954527040442,4.82304466649608
156,IL-Chicago,242601,4.18912082880155,4.26111483366239
158,IL-Elgin,74698,4.4324720898455,4.50655170310405
161,IL-Evanston,138477,3.77675854791533,3.82767087990466
163,IL-Hinsdale,49961,4.25361805796463,4.33776067611236
164,IL-Joliet,71768,4.63986133357006,4.72279574137885
166,IL-Melrose Park,148389,4.3839646999935,4.47730694536357
170,IL-Peoria,95796,4.75965137496566,4.92843715732967
171,IL-Rockford,99307,4.51357076351069,4.79258503353131
172,IL-Springfield,128657,4.86063858071497,4.99690579844148
173,IL-Urbana,59245,4.74661120194956,4.99172444610379
179,IN-Evansville,100391,5.19200913974464,5.41838218947688
180,IN-Fort Wayne,112786,4.72335706829605,5.17223350985506
181,IN-Gary,65841,5.20678235185914,5.27743197161889
183,IN-Indianapolis,340527,4.95943349626419,5.18034651865404
184,IN-Lafayette,25516,4.79427168248581,5.05243667912704
185,IN-Muncie,24663,4.87627976894004,5.0165833338081
186,IN-Munster,39612,4.67668060193383,4.72319054803717
187,IN-South Bend,90352,4.75092582560963,5.01076371081832
188,IN-Terre Haute,25092,5.42571224400708,5.53636782375933
200,KS-Topeka,57977,4.50267290865223,4.59363535979702
201,KS-Wichita,173923,4.6606253506986,4.80189851679267
203,KY-Covington,44252,5.46852257225193,5.78698691972986
204,KY-Lexington,188691,5.6225696313236,5.92711343422029
205,KY-Louisville,221431,5.08386869932433,5.27844388137581
207,KY-Owensboro,20731,5.16169492213287,5.31991890741336
208,KY-Paducah,61116,5.37684851261532,5.53832087929943
209,LA-Alexandria,37534,5.4187000458601,5.63503870210323
210,LA-Baton Rouge,94080,5.16294035093368,5.69456527913472
212,LA-Houma,31137,5.3327739981191,5.67511438871307
213,LA-Lafayette,70260,5.51578437561366,5.64625048675545
214,LA-Lake Charles,30840,5.63468415333043,5.78583725385983
216,LA-Metairie,59548,4.95078238110314,5.70817691214559
217,LA-Monroe,35735,5.57668402528615,5.75493479010445
218,LA-New Orleans,64603,4.53308610051196,5.04652339485833
219,LA-Shreveport,89997,5.06807433627618,5.2872630397103
220,LA-Slidell,24019,5.2234743715945,5.47192965987115
227,MA-Boston,632066,4.2701979703512,4.37911070420368
230,MA-Springfield,101438,4.37757892811357,4.51337769023769
231,MA-Worcester,98490,4.65560737820626,4.90094639224031
223,MD-Baltimore,303144,4.80456412704075,4.76969998893495
225,MD-Salisbury,75267,4.89451798481422,4.94112918086228
226,MD-Takoma Park,87723,3.89630061196664,3.86542165363437
221,ME-Bangor,64409,4.85952660492169,5.01649893649709
222,ME-Portland,156389,4.660721913332,4.83589905217772
232,MI-Ann Arbor,166492,4.62774301362935,4.97465918610682
233,MI-Dearborn,69495,4.7727650523074,5.15932190625224
234,MI-Detroit,216739,4.78572688351342,5.03704620905958
235,MI-Flint,74240,5.0439428062778,5.46886055357236
236,MI-Grand Rapids,139318,4.45127513050514,5.06335720745194
238,MI-Kalamazoo,88532,4.60462242345165,4.97391429801711
239,MI-Lansing,83532,4.80229493089066,5.23701113918977
240,MI-Marquette,34066,4.85664721049839,5.3019069626687
242,MI-Muskegon,38494,4.65751861129473,5.15618059566533
243,MI-Petoskey,31891,4.57564138231591,4.9936215598222
244,MI-Pontiac,53507,4.79625329418646,5.17488497046354
245,MI-Royal Oak,95333,4.3139521464835,4.58771410456112
246,MI-Saginaw,108915,4.77188498916253,5.07020935204492
248,MI-St. Joseph,21584,4.83652324490102,5.14640649241003
249,MI-Traverse City,43256,4.2447027967642,4.57706702810881
250,MN-Duluth,55096,4.63614239682112,4.61807473638815
251,MN-Minneapolis,385809,4.12786495114203,4.0748454815019
253,MN-Rochester,62397,3.97497447125457,3.94803397615893
254,MN-St. Cloud,31448,3.91123653953215,3.81305835770787
256,MN-St. Paul,115344,4.29130302226686,4.38737929573174
263,MO-Cape Girardeau,39770,5.31681251689158,5.46196810806279
264,MO-Columbia,95897,4.83797324534532,4.96165698375827
267,MO-Joplin,54753,5.22970336567673,5.42094134443036
268,MO-Kansas City,292287,4.71162086424261,4.9777716184038
270,MO-Springfield,136347,4.85873932283106,5.27324296566719
273,MO-St. Louis,446007,4.88916186351298,5.21317697763889
257,MS-Gulfport,21697,5.20234792119139,5.3205040018463
258,MS-Hattiesburg,37985,5.31425359373309,5.51406496472115
259,MS-Jackson,127410,5.14331076928129,5.35267280830097
260,MS-Meridian,27579,5.34001747763096,5.45012538677687
261,MS-Oxford,18566,5.41556804379973,5.60279618009512
262,MS-Tupelo,51670,5.35561386111181,5.55773701835454
274,MT-Billings,76434,4.66311060545201,4.8928645468197
275,MT-Great Falls,22186,4.39168921932208,4.65479139164938
276,MT-Missoula,56668,4.56693126362304,4.9176817581694
309,NC-Asheville,115504,4.6373780123872,4.78158055803251
311,NC-Charlotte,262689,5.01829742129284,5.14596272752851
312,NC-Durham,172200,4.80806034137723,4.99522526458148
313,NC-Greensboro,78193,4.92188037877047,5.1311442623408
314,NC-Greenville,105187,5.07795952897244,5.15406612262592
315,NC-Hickory,42710,5.35835881507886,5.56170262264122
318,NC-Raleigh,199968,4.84533301378992,4.95996252491083
319,NC-Wilmington,61562,4.85942874399376,4.94215068735839
