year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit
2012,ED,ALL,2001,AK- ANCHORAGE,21517,111,132,321.039492246511,0.411164368210012,0.00613468420318818,0.00605165300810558,0.000493897699644864,0.00510250660717168,0.00717735555286487,1,hsa,11,26
2012,ED,ALL,2016,AK- BARROW,383,0,0,5.52311417613804,0,0,-0.00000000784816309269828,-0.00000428853878681487,0,-99999,1,hsa,11,26
2012,ED,ALL,2017,AK- BETHEL,1187,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2002,AK- CORDOVA,226,0,0,3.38851045666547,0,0,-0.00000000754035203382776,-0.00000537058252848623,0,-99999,1,hsa,11,26
2012,ED,ALL,2018,AK- DILLINGHAM,322,0,0,4.82267971625427,0,0,-0.00000000754780523449376,-0.00000450294086137163,0,-99999,1,hsa,11,26
2012,ED,ALL,2003,AK- FAIRBANKS,7814,31,35,116.201782922329,0.3012001977921,0.00447914000511902,0.00444212608195548,0.000704036636743885,0.00318940621653172,0.00618688332195168,1,hsa,11,26
2012,ED,ALL,2004,AK- HOMER,1672,13,14,24.9239733352602,0.561708192015838,-0.00837320574162679,-0.00829089429786605,-0.00207765242129331,-0.00491028809031133,-0.0139989603449173,1,hsa,11,26
2012,ED,ALL,2005,AK- JUNEAU,3675,87,94,55.5977760780942,1.69071510824399,0.025578231292517,0.0249269842182613,0.00241076219576393,0.0203644130622239,0.030511782506026,1,hsa,11,26
2012,ED,ALL,2006,AK- KETCHIKAN,2015,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2007,AK- KODIAK,941,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2019,AK- KOTZEBUE,365,0,0,5.44909772253678,0,0,-0.00000000754899688195856,-0.00000423073753541371,0,-99999,1,hsa,11,26
2012,ED,ALL,2008,AK- NOME,415,0,0,6.14560714929808,0,0,-0.00000000764045619844175,-0.00000401574075501654,0,-99999,1,hsa,11,26
2012,ED,ALL,2009,AK- PALMER,8038,122,137,121.343908946574,1.12902247166208,0.0170440408061707,0.0166603792885397,0.0013346927976363,0.014091521591707,0.0196975348780897,1,hsa,11,26
2012,ED,ALL,2010,AK- PETERSBURG,475,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2011,AK- SEWARD,410,0,0,5.99883198537518,0,0,-0.00000000774171589489934,-0.00000409274008480092,0,-99999,1,hsa,11,26
2012,ED,ALL,2012,AK- SITKA,972,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2013,AK- SOLDOTNA,4591,25,27,69.4506705911523,0.388765144672911,0.00588107166194729,0.00574008420671075,0.00103579682781611,0.00393643029369821,0.00837016389008011,1,hsa,11,26
2012,ED,ALL,2014,AK- VALDEZ,265,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,2015,AK- WRANGELL,375,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1001,AL- ALABASTER,7876,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1002,AL- ALEXANDER CITY,3533,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1003,AL- ANDALUSIA,4272,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1004,AL- ANNISTON,13688,12,12,195.418265497047,0.0614067470585616,-0.000876680303915839,-0.000897877008960967,-0.000243030178009913,-0.000509912537851156,-0.00158102235849713,1,hsa,11,26
2012,ED,ALL,1006,AL- ASHLAND,1815,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1007,AL- ATHENS,7622,12,13,112.649043919067,0.115402666083344,-0.00170558908422986,-0.00169312281057021,-0.000440302562784923,-0.000983120971710789,-0.00291588210826662,1,hsa,11,26
2012,ED,ALL,1008,AL- ATMORE,2230,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,1010,AL- BESSEMER,8100,271,355,108.785801566102,3.26329350787833,0.0438271604938272,0.0475740278795666,0.00236761889150005,0.0428736500111753,0.052789723480409,1,hsa,11,26
