HRR #,HRR label,Medicare Enrollees (1995),"All Surgical Discharges per 1,000 Medicare Enrollees (1995)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (1995)","Back Surgery per 1,000 Medicare Enrollees (1995)","Coronary Angiography per 1,000 Medicare Enrollees (1995)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1995)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1995)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1995)","Cholecystectomy per 1,000 Medicare Enrollees (1995)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1995)","Hip Replacement per 1,000 Medicare Enrollees (1995)","Knee Replacement per 1,000 Medicare Enrollees (1995)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1995)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1995)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1995)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1995)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1995)"
1.0,AL-Birmingham,264901.0,113.84788658271,1.08922315739489,3.81713235546236,32.2986762355625,8.57681315041999,9.01754362589444,4.48314279759586,6.86505043824948,9.26232469256217,1.80271498604569,4.52508355399627,2.27802018128834,1.78327759026218,1.77902086798811,9.83587782544933,1.25174804248302
2.0,AL-Dothan,45382.0,103.008252122142,1.16773521172047,3.30406726177856,23.0661881866103,6.88869555271369,5.5712953026135,4.89897029167155,5.63519014221117,8.69845456852815,1.92631685996312,5.16484313560508,1.42990229755111,1.39782186525505,1.43363485595281,11.0683988411578,1.03479589695141
5.0,AL-Huntsville,54657.0,100.473364662166,1.11532914787431,3.54873510460272,25.2098138744838,6.56110986738451,8.41837326800405,4.81236166853551,5.37048748941654,8.77157732826667,1.89703740223515,4.20253048519295,1.86661961557904,1.94891791229713,3.11730983938795,8.01615434525713,0.890172862114757
6.0,AL-Mobile,80692.0,115.622333081032,1.17871996903779,2.81876576112351,26.039493936063,8.83393009041054,7.38794843261054,4.51764823322441,7.39256842994492,8.9349040605189,2.00530459715428,5.10999688166854,2.41602744272984,1.90453318906546,3.6977189377431,7.96065377621676,1.35875095903788
7.0,AL-Montgomery,49257.0,103.926971625115,1.21238093933777,5.62240908350582,22.4674206391932,5.00485466715816,11.4824671424589,4.40860078114383,5.88421696574847,8.90954542800185,1.7308527105678,4.19561256408029,2.31705138469968,1.55067247234665,2.03631679244576,7.3058932954285,0.868615398248721
9.0,AL-Tuscaloosa,28371.0,104.138359504677,1.11257360385976,3.86287624205284,22.3984240526113,6.67418475157811,11.743476373434,4.19725191011037,5.60555107683563,8.77419812931462,1.21828770667357,5.31816388319261,2.72228164626786,1.45278725022667,1.30408666659139,7.62222242502671,0.766192301259509
10.0,AK-Anchorage,27575.0,80.8216126970976,0.763990102803553,2.86947166512899,11.0577195984809,4.20310568983601,3.55779302852927,2.01754881451254,4.7732752867775,7.12305317800381,2.7714911512664,3.86781381016633,2.46507918994665,1.80004319597414,0.73592404760869,5.46582217430888,1.19655741773257
11.0,AZ-Mesa,51806.0,90.2154285715524,1.21932285571478,3.28643507204717,15.1669850782358,5.52883638659687,6.69030665468663,2.53174202872971,4.53540603580518,7.76525997873986,3.25593581007408,5.64242365991409,1.03770061343377,1.59600187165993,1.79595711807777,7.68331694947386,1.50191672192437
12.0,AZ-Phoenix,182611.0,94.7551111620233,1.01551408562283,2.719155552217,15.5071079127683,4.78457988833689,7.44128674051315,2.65766750776989,5.37751111329426,8.48547412594647,2.8189648255511,4.88923254983926,2.06096750069884,1.6622632174035,1.84930917079348,8.82617491880076,1.009474442776
14.0,AZ-Sun City,46078.0,99.2260140237068,1.01108942065092,3.45777770390991,20.3752306235064,5.47632771522648,10.3318304469861,2.76948353693417,5.34902113394746,6.87484073903997,2.77278498183626,6.21699315977343,2.16803409643859,1.70267045515039,1.14301318433336,9.75471359616982,1.48644556542529
15.0,AZ-Tucson,71650.0,86.9364311214656,1.05570468614217,3.87586623230154,16.5618268012844,3.62723275709485,6.11943400287699,1.73620208929704,4.58324081998539,8.38331996683102,2.77110442583535,5.01810927677422,2.26807973528101,1.52732619905018,1.16814559043707,7.7473854897388,0.889964716179822
16.0,AR-Fort Smith,44409.0,91.7224057793568,1.03565977948626,2.00587412794568,19.6209073950061,6.2281394147048,4.84903504023868,2.26765937964517,4.82519072841068,9.47749321988914,1.48961447891002,4.52585506822567,2.01119138526137,1.60292612935363,1.34327144630441,16.2460184648098,0.739254534918607
18.0,AR-Jonesboro,31075.0,101.922086773095,0.81747636151519,3.29588579328849,24.1108350956252,6.55631418344059,12.758916428417,3.47403865463377,6.1335023898709,8.70866147664458,1.67848017992914,4.96781543303302,1.32114959879098,1.98186639002095,1.29917050852076,10.744120817317,1.27659983611968
19.0,AR-Little Rock,194870.0,101.041939563194,1.05272284439399,2.97563059700925,21.2404905212279,8.34040064989198,5.79020312638895,3.86662460770221,5.72860189669992,8.91994927328168,2.15064478516455,5.07812996104229,2.2551762583377,1.89454272660869,1.95369267407547,8.71116504396645,1.20358739804677
21.0,AR-Springdale,47232.0,88.505541406415,0.932225387850979,2.10153630993556,17.4956430256871,5.00994070463704,6.02949495701353,2.82124900436516,6.24399273300242,8.28436232132713,2.20030814723945,3.87638755675899,2.46148918767629,1.61118623622213,0.848343760650119,9.61819576467858,0.75802851939546
22.0,AR-Texarkana,34772.0,98.1724910390071,1.14307819368219,4.10146083547311,16.7901556940939,5.53985733125282,4.51494172335438,4.70881152749841,5.80981970628406,9.23726717147615,1.7200642093824,4.70604003072438,2.63793943647848,1.84606461237939,1.29828234004274,10.6641020313085,0.793058335143171
23.0,CA-Orange County,130458.0,90.2493648989612,0.831045426522687,2.92728830397953,15.0705906450365,4.64836836112905,6.50124197580118,2.57823339347506,3.54138728252526,7.78939023979704,2.75034412836085,4.03657451355433,1.87121195332247,1.77830664664934,1.41718742325135,7.47470542804546,0.987812096010026
25.0,CA-Bakersfield,58453.0,99.6897836492473,0.549512288462991,2.66326704557354,18.1891921020692,6.30136921130347,7.53824259838146,4.66453312893544,5.91171156721309,8.29442023393458,1.81724784222231,4.35823466462172,2.05478582892156,1.25684665400244,1.47693830165067,9.70113512736552,1.51173597381768
31.0,CA-Chico,34364.0,102.270484151408,1.12709176729201,3.6223940568812,17.5558950359294,6.62394703047637,5.66113557184051,3.47909965329716,5.43843628948323,9.40978877001462,3.10022921836061,5.54251976411456,2.29963198924423,2.25653985328803,1.58616787582015,10.6009067520452,1.86780193303858
33.0,CA-Contra Costa County,56723.0,84.3332555582677,0.781844987453298,2.26317566162102,12.8425029289696,6.48641600496241,5.6543388881019,3.53805798609043,3.91068438169534,7.61061230408608,2.85432147795017,4.11601788745363,1.834159260286,1.78621429574999,1.48159243997569,8.00628903809988,1.26530785928991
43.0,CA-Fresno,75627.0,85.303051213486,0.800709350037036,2.70739802431635,14.5426687941794,4.93658297594213,6.04030954336957,2.70611821549676,4.5627827506009,7.40003028677408,2.0958722815652,4.53883006007099,1.40162710360548,1.61542621627555,1.6793452907287,9.81652931841944,1.088321406397
56.0,CA-Los Angeles,460186.0,98.4145197478985,0.681894849249589,2.73134016634716,17.0050885464211,5.06763523531129,6.73131996690452,2.73557224421693,4.37131062810837,7.38063761880693,2.38398525583502,3.68075631772345,1.67720271813087,1.74633063756343,2.22642519156777,10.3511950054172,1.17024169877336
58.0,CA-Modesto,55891.0,91.3199975597719,0.81131141761098,2.82550561309946,14.0768193960903,4.93145029395073,5.66843404515397,3.42160614808142,4.43714433637576,8.59886273931019,2.19014880006386,4.77454114853208,2.37226190016474,1.73495708833845,1.92764895537797,9.09826623459799,1.02113300754695
62.0,CA-Napa,34455.0,109.495572252708,1.26016930751716,3.48610697312411,23.5844910828914,6.47829456152927,12.5158070629693,5.61477758961021,4.15593961149397,8.14237552355919,3.14097520542359,5.49318634269055,2.20403157989948,1.72059934579452,1.81170255388006,8.74815932546834,1.14136729502025
65.0,CA-Alameda County,92776.0,87.4412966657191,0.880505329474569,2.58221563000359,11.6621099564862,4.46804638629911,7.49328735996287,2.93405035673375,4.16820514404777,7.36049795107863,2.25117916228201,3.50849606919526,1.54455017332811,1.66040420302838,1.55917358748407,8.23092005027807,1.17696710305728
69.0,CA-Palm Springs/Rancho Mirage,28371.0,108.803237778864,1.10383885282849,4.29257449043728,18.8296966990579,5.22583805661318,8.88004662807858,3.55511573409123,3.97671161628899,8.7952281777902,3.65743934038084,4.627887767677,1.18477124513562,0.929845438126087,1.8740391173943,11.1866328012919,1.3080169939861
73.0,CA-Redding,42712.0,104.41356081025,1.30829513712751,3.61590527247089,22.5193162824024,10.1904938275803,5.30953610842994,4.77312847311102,5.38908146528848,7.47908555231757,2.49613068749004,6.49473012118856,1.27726695501109,2.32676414692516,1.80913773552431,8.62817944799017,1.37657919302766
77.0,CA-Sacramento,163742.0,86.6561825983815,0.907803220576119,2.50573103659905,15.1569130848639,6.50961071198153,4.92215027991019,2.88936683750087,5.04740366310375,8.07772621777406,2.19290337518578,3.70153880132043,1.83424654110295,1.71783620405445,1.40888348262714,8.46567150740565,1.65711302805647
78.0,CA-Salinas,31470.0,103.278848265718,0.69123942157103,3.2709506106458,23.6976309747191,6.82858388642133,13.6934240398262,3.76784096109027,4.57964084262178,7.29334675586673,2.70399330167629,4.38942761442089,1.92508860919486,1.36604748000703,1.323233285659,12.1102377939416,1.53131197519296
79.0,CA-San Bernardino,83706.0,99.975467689128,1.15128033327742,3.52840115245338,18.3558444932952,5.16865025152558,7.23401315928847,3.48462689366761,5.15571647104914,8.44923845643558,2.05920877594325,4.66159767285299,1.95174396740562,1.8653429843688,1.99618371836954,8.00280470656154,1.16198555580272
80.0,CA-San Diego,157604.0,89.7724834714442,0.58044968690065,3.66696042488995,14.6116839903057,4.32601595672974,5.7264222162966,2.53897309222777,4.75402597850085,7.68823858561558,2.46959774099529,4.27241168270687,1.57044804395424,1.37805548020335,1.62528177716001,8.16108729751267,1.23123325895292
81.0,CA-San Francisco,107151.0,75.9710671311228,0.534761892392194,2.511247020688,10.510075301562,4.34929306103127,4.718843776718,2.06143293686723,2.84187758391501,6.6170170036168,2.38908838705341,3.37350942616819,1.37490987717268,1.56898566307517,1.42907989248708,6.56402210169562,0.937679961725675
82.0,CA-San Jose,85373.0,85.0577460337908,0.663396920234306,2.09580766993804,16.3148302282641,5.03193534711042,7.75608269732918,2.40089640911415,3.59129390668936,6.93475728733532,2.07324573842655,2.87770448270476,2.24357549403042,1.81147796399929,1.75048985769605,6.88229792264274,1.49804435753539
83.0,CA-San Luis Obispo,20644.0,89.6460902006041,-0.532051921053469,4.56847003105161,10.5904892467105,4.46239643681304,4.79964213005768,2.7434014475773,5.28643244843847,6.57780928862544,3.44255308171016,5.23130244027698,-2.33944345141313,1.71353441612963,1.82499274897914,10.8234644753441,-1.22658204312266
85.0,CA-San Mateo County,53592.0,82.8899632485778,0.896019248872381,2.29653885706658,12.9946857399957,4.41157216854615,5.71457496401059,3.25178072340574,3.52480463903381,8.14256045735729,2.67962980974901,3.42623122700942,1.56124129873237,1.61032315257996,2.00746480210281,7.38009519781693,1.30847776765937
86.0,CA-Santa Barbara,30646.0,95.7064613893247,0.796880306889044,5.85069996957193,13.5132283503644,5.1302637568378,5.33143561689503,3.06317542414828,4.88342707266246,7.233864569074,3.65003310396492,4.92818615485778,1.118683013576,1.81883213902719,1.23672319711374,8.55739664302928,1.34323188723422
87.0,CA-Santa Cruz,21660.0,93.7235834807476,-0.977307121046133,2.6480751446087,16.9579899104069,4.87195186025044,9.2538619312804,3.0516833682965,5.40792280029753,7.12942706267195,2.91554751684574,3.74614683436768,1.93938599190483,1.74542152931615,1.38712006555999,11.1213042356728,-1.73919727718291
