HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1994),Total Medicare reimbursements per enrollee (Part A and B) (1994),Total Part A Medicare reimbursements per enrollee (1994),Total Part B Medicare reimbursements per enrollee (1994),Medicare reimbursements for inpatient short stays per enrollee (1994),Medicare reimbursements for inpatient long stays per enrollee (1994),Medicare reimbursements for outpatient services per enrollee (1994),Part B Medicare reimbursements for professional & laboratory services per enrollee (1994),Part B Medicare reimbursements for medical & surgical services per enrollee (1994),Part B Medicare reimbursements for medical care per enrollee (1994),Part B Medicare reimbursements for surgical services per enrollee (1994),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1994)",Part B Medicare reimbursements for durable medical equipment per enrollee (1994),Medicare reimbursements for home health services per enrollee (1994),Medicare reimbursements for hospice services per enrollee (1994),Medicare reimbursements for skilled nursing facilities per enrollee (1994)
1,AL-Birmingham,12924.0606536865,4619.38358897899,3116.41089665937,1500.44547063342,2284.36357985662,47.8706355005185,332.774915661177,926.302553019116,681.017604063456,372.529365526339,308.967338083218,245.291339313486,96.1008342834653,571.565903223832,36.6984293166707,157.452215757661
2,AL-Dothan,2152.74713134766,4029.6443495929,2631.06457820064,1398.2181992504,1844.43883442083,-103.031743494939,294.352989685298,859.533230902637,659.740541680725,355.896569922482,304.5101218927,199.688548687911,108.466864059854,539.814988279238,,106.696443662775
5,AL-Huntsville,2470.74696350098,4055.61557057087,2720.30280678189,1336.59944177953,2010.05213436078,-96.5573155353792,286.063637038298,832.989109760892,592.28293654864,304.078280514156,287.869726972208,240.606010324069,71.8755411259873,448.634072654709,-41.4554586522457,115.37486307035
6,AL-Mobile,3906.07797241211,4974.54303186022,3464.78180116705,1503.62238132403,2274.79972867166,-57.4274846581048,312.09007129436,913.478525190329,687.110137015679,365.741004866348,322.354928536009,226.30869639684,89.4762282698545,899.622497725044,45.652758983996,141.864969558522
7,AL-Montgomery,2268.91381835938,4101.59867135535,2671.37896435572,1429.80755250035,1880.08933692094,-112.592766287496,234.665495235133,907.171240703862,651.464018403749,358.006922827745,294.42793103666,255.89893343214,101.535733647024,540.808271526464,,94.7423308258769
9,AL-Tuscaloosa,1339.2476348877,4205.56820156161,2775.09170211577,1428.50617753842,2065.78626235729,,242.161806099031,917.052366689292,657.20445493597,352.35148258139,306.174137444708,259.999304221404,75.7942186657454,532.565792008831,,106.951124007471
10,AK-Anchorage,1213.99870300293,4242.46537449646,2908.29252505598,1343.37151321331,2396.25072435262,,412.325330140919,719.497910334055,552.089087223308,312.75422983918,239.229958349342,167.678823727225,88.5960322470749,304.446083811649,,129.776031120339
11,AZ-Mesa,2580.65707397461,4456.4885364189,2791.40551704495,1662.53938726666,2061.17503983337,,311.240796121559,1078.11426723517,779.208907126804,410.825612744875,367.387633645003,298.868971810197,72.3258083444151,275.282301872703,-103.138361950049,320.71247714968
12,AZ-Phoenix,8784.0602722168,4768.54258951497,3067.2485556461,1700.43884108377,2318.18545789557,42.9149474027217,352.984719358457,1031.80435187566,750.591891053067,399.653731355842,350.003374825131,281.169067030567,99.8045414323179,325.175011981371,68.2217871556573,308.256324504551
14,AZ-Sun City,2266.74424743652,5534.89670135002,3788.96544788741,1748.02069485906,3368.21957819952,,244.803424132723,1188.50253415889,837.252889202961,413.472298600428,422.471423768359,351.42720356984,51.7760292448354,125.080900685562,-54.1924469041662,188.550587874904
15,AZ-Tucson,3815.64990234375,4550.97541502477,3039.67848395228,1512.77593593165,2129.99408341455,-105.319645047413,330.359533673178,935.453686843402,718.79644531749,389.716193356954,328.605381016316,216.69436267576,94.6682263510613,379.00329444495,108.934052251889,305.903924390639
16,AR-Fort Smith,2153.41366577148,4535.47648176069,3223.38438041068,1314.34084799934,1922.86365722447,-198.953869973556,245.316994410759,806.296023525217,622.001947987829,332.969631733267,288.705685372814,184.324692096797,89.0335155337166,1036.44963607961,-38.3840923349742,53.872795777085
18,AR-Jonesboro,1431.83094787598,3960.41833924866,2548.03829464115,1412.01564151723,1726.57399464473,-218.856067599152,356.350034851273,757.808316402862,570.585714559323,299.86081191911,270.228986619297,187.23755163427,120.264167302714,311.271716396965,-78.9856224432827,208.321079603267
19,AR-Little Rock,9200.15306091309,4013.21125598194,2657.06161643445,1355.46161817636,1970.96328591497,83.0756376610717,273.214792008581,814.091633076796,596.83261990568,319.163163662263,278.012303519559,217.269056788936,83.1045748523843,356.901236553732,53.2363245396089,192.076929424879
21,AR-Springdale,2173.58097839355,3016.69615651866,1933.69287144893,1082.29756454182,1279.29029081807,-133.54290432632,238.198978609131,626.203490506544,462.474674471027,246.679528010711,215.25573567915,163.729990093375,86.5455183280189,340.571746975546,-20.4108417174249,158.632852067507
22,AR-Texarkana,1704.58030700684,4626.39329690062,3215.99376409141,1400.84941731955,2016.11457133783,-255.677407813459,357.16247663282,782.440372512945,586.471053936458,310.770119244349,276.837919484161,195.882872212974,113.59942627646,694.864047250255,,211.186018614573
23,CA-Orange County,6199.97807312012,6035.62703148333,3761.53008353972,2272.70300230856,2616.4442689845,27.8070310671146,400.426252940992,1513.82696360534,1131.529400109,684.158119657423,447.992153981733,382.330462350171,105.664718611221,407.592659606573,100.964925913718,580.62086095928
25,CA-Bakersfield,2918.49026489258,5159.91341670327,3229.98653284372,1929.33859680356,2377.53115693561,-99.0191529194776,362.223858129949,1221.05156904874,966.728735213722,566.749176993501,400.170317468409,254.215757768838,103.399770208961,446.292291584214,,287.202360140701
31,CA-Chico,1778.24502563477,4368.57858053741,2916.73449258341,1452.55846149719,1874.73487221398,,338.609683652471,866.123432713461,677.356752256423,390.731670758098,286.720943067912,188.674415217871,106.776137126121,551.072096979595,-60.015428965507,383.997777382772
33,CA-Contra Costa County,2333.49035644531,4707.51357805691,2986.21036683408,1721.07873900218,2153.99115549151,,404.83768347524,1044.01434868448,821.085017773528,488.425131540372,332.795903540358,222.960249535825,70.0601167416828,319.548519661403,-34.1993853511436,432.29317622585
43,CA-Fresno,3892.90484619141,3859.27639583436,2309.89290075421,1547.46340337857,1635.50641480879,-38.3523695394762,382.497670397743,902.065702768211,713.748649968996,405.407048492002,308.326382202827,188.415695429441,68.4250007514695,337.64446584296,32.0665991047752,255.813573871307
56,CA-Los Angeles,21492.2620391846,6506.70215449471,4157.81598843784,2349.80499116265,3173.52161259834,19.4646009110658,407.861752368936,1592.98454516499,1176.13501948211,747.350239282635,427.871720165061,416.848284524378,125.732115312493,465.23905190765,42.4131246786186,503.000198264506
58,CA-Modesto,2985.73564147949,4824.81683533534,3118.63551619505,1705.78918395445,2304.9037476259,,333.590739445379,1058.97639090801,837.623361738742,532.86394167978,306.43454010486,221.523991089611,92.2686087826854,354.849017257568,-33.5087645821784,353.385291599667
62,CA-Napa,1589.83090209961,5481.58181605882,3613.10168438915,1868.9299199423,2599.22303442109,,542.75927126681,1030.4049352911,880.750904051601,494.320406440475,386.269104960963,149.253821038049,99.4751597566319,568.282115678121,,378.113478879011
65,CA-Alameda County,4070.73126220703,5142.29103637454,3391.57944639344,1748.75123019909,2516.27887874164,,396.212303220209,1033.40199953906,844.424560771218,518.125530967483,324.765793182617,188.320100008792,75.7103242923969,346.16230601915,63.4756562294429,450.893393747182
69,CA-Palm Springs/Rancho Mirage,1483.65943908691,5399.78008291155,3139.58761418189,2255.39059181843,2142.49160698021,,468.520628838407,1468.64775157627,1155.78497002637,703.336240960757,453.309251112158,312.673430241071,93.5034222707499,414.283825368195,-59.0006389990039,509.429214107393
73,CA-Redding,2021.16285705566,4280.46463470324,2682.90882907359,1595.1913670163,2021.62558440899,,394.276369362303,909.788077644851,712.5757289636,378.158123151672,333.552691340135,197.338989255217,111.835203480193,404.422597406267,,255.024153980822
77,CA-Sacramento,7722.21997070313,4793.41716187162,3134.75480467718,1658.89339641887,2389.24321272117,38.2438528513662,332.57922161463,1031.31881799152,813.588565859226,474.100995531364,339.635749509419,217.780641510504,96.3423458939523,361.828604183446,33.9402398294289,307.806493456906
78,CA-Salinas,1497.16432189941,4966.4896034693,3329.26148151233,1639.15803109395,2242.84719041815,,387.138497285169,985.73121187179,817.491252129586,477.156364347565,340.582518120436,168.312496792628,86.9258233817242,630.421928454387,-226.466074598149,238.978902496898
79,CA-San Bernardino,4226.39614868164,5845.41560533017,3909.11597073632,1936.65179706332,2737.02906436247,-105.31332161217,337.488031058905,1206.8924773792,961.330292053236,587.513056283279,374.054430679533,245.53389621125,132.108430999929,514.00362921542,134.395927895323,410.76283028369
80,CA-San Diego,7755.88595581055,5541.60721210294,3594.25704359431,1947.32538002066,2479.82065234209,87.4662457588773,389.564171419347,1237.16178138978,927.857569923922,538.128348809315,389.833092880753,309.29033498985,103.401677282519,507.40709096465,118.830121008898,394.754364226251
81,CA-San Francisco,4465.3184967041,5155.05046141604,3486.4702766607,1665.01081371388,2575.04446548338,-32.9235371903597,420.819258846756,981.058984031158,817.475489962562,511.671920243269,304.655174147943,163.074817463918,82.6166436178477,487.439716695068,55.0317034326615,326.26494299052
82,CA-San Jose,3929.72987365723,4751.92303230484,3095.71251359059,1656.28893392399,2322.99354671924,,405.676643045941,1005.89871444715,825.73008678334,511.630647720316,314.34051721047,180.4117347865,75.0478780947264,322.684656873186,35.8191144498246,395.541905156972
83,CA-San Luis Obispo,1171.82777404785,3900.32955721999,2282.1227897908,1612.2696126742,1813.36774987415,,306.492677008642,968.900288591321,764.657317118681,418.590845883162,345.567250818312,204.411717110197,88.5160493943095,202.14416487518,-84.6205477885368,171.586537780471
85,CA-San Mateo County,2426.57214355469,4562.66337169587,2971.34467838731,1591.36661047722,2307.68468894646,,437.738088549984,951.683561376399,785.054972118082,471.902792763249,313.354715085464,166.650522262369,58.6459513135065,384.349476448773,,231.066667266048
86,CA-Santa Barbara,1666.40786743164,3885.11754803144,2284.84275560806,1598.59266923075,1569.88005007381,-145.564708515438,312.355508330307,1040.86164368589,771.596617697326,410.544826668709,360.66037719467,269.261048781708,63.5338372698909,263.897822485688,,268.187124573948
87,CA-Santa Cruz,1131.41333007813,4845.21423088962,3236.77135459988,1607.8924933333,2338.90698465704,,282.129680556267,1031.09245305306,827.756266909459,492.469186171712,335.345213802377,203.064641745089,84.573309604431,548.813344230541,-99.436813910127,241.507930766537
89,CA-Santa Rosa,1846.82664489746,4874.75418796714,3248.73864486166,1625.13025566396,2116.58013833656,,309.935183925038,1017.02190119885,820.903092676405,496.111677242325,324.810099564495,195.794153207775,81.3985605733427,639.556190408875,-103.567350520863,361.678237831761
91,CA-Stockton,1893.91343688965,4324.94962943483,2618.30017646083,1705.99487614707,1951.36689446934,-39.5592593608818,419.439095983786,995.328184990898,829.325636606729,497.887494536419,331.613467253018,165.840115251732,71.6033606750171,263.356513640065,,354.686760686193
96,CA-Ventura,2128.90855407715,4984.28129441066,2978.74484220005,1999.49581952096,2159.31204291777,-85.0045776810457,356.686229026412,1323.5046209652,1008.58163053585,582.68287265001,426.097569560291,315.070101475877,94.8624937178663,392.506851533044,-15.518882631087,308.476767289466
101,CO-Boulder,679.332427978516,3961.58484229523,2659.80801360699,1302.09982948562,1697.55338240864,-153.06326750557,351.863621790552,713.82753404222,542.151789160955,324.544152454843,217.828135712744,171.717083257274,135.226884907966,337.496417241887,-172.214158885902,-283.597391678792
