HSA #,HSA label,Medicare Enrollees (1992),"All Surgical Discharges per 1,000 Medicare Enrollees (1992)","Back Surgery per 1,000 Medicare Enrollees (1992)","Coronary Angiography per 1,000 Medicare Enrollees (1992)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1992)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1992)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1992)","Cholecystectomy per 1,000 Medicare Enrollees (1992)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1992)","Hip Replacement per 1,000 Medicare Enrollees (1992)","Knee Replacement per 1,000 Medicare Enrollees (1992)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1992)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1992)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1992)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1992)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1992)"
1001,AL-Alabaster,7725,148.249181242701,,48.161671251139,8.85574309237183,11.2766380440939,,9.62087969167982,9.01356889332709,,3.74249723551146,,,,26.9463578831143,
1002,AL-Alexander City,3501,101.539801755524,,32.3591416764761,,,,,,,,,,,,
1003,AL-Andalusia,4007,100.503644633696,,18.5182681877163,,,,,8.46964527819089,,,,,,,
1004,AL-Anniston,12575,108.481445309143,2.42696642169715,25.2546121305747,4.96478738638573,6.89985564183366,,7.47202004640886,8.03352747363161,,3.37479317491709,,,,23.3064095648652,
1006,AL-Ashland,1813,106.419375531094,,33.5320571344006,,,,,,,,,,,,
1007,AL-Athens,5140,111.617137709319,,23.7062579862395,4.90138809679043,,,8.41995065687547,7.48283026060037,,,,,,21.4997813999855,
1008,AL-Atmore,2076,110.428699229761,,19.5336290015388,,,,,,,,,,,,
1010,AL-Bessemer,13220,110.315938501446,3.593085566452,35.810175596949,9.58641903451829,8.24426538979501,,4.43800637915427,7.81705708871145,,3.12556460353379,,,,8.53615679311355,
1011,AL-Birmingham,91797,109.825948673344,3.57918192557868,31.2828670987833,9.11602216871243,6.29971387173138,2.76199328807753,6.18380416696237,8.49255715015895,1.75391589883329,3.58549212711476,3.00377658023861,1.9162420994368,1.12594183757305,12.3209369624224,1.09566599557372
1012,AL-Boaz,7446,119.921061924339,,31.0703882324793,9.9963802690092,7.26962328503189,,11.641448541538,10.34492986468,,2.32989847797557,,,,18.4744159298595,
1013,AL-Brewton,3131,95.1694011996307,,19.4235903426791,,,,,,,,,,,,
1014,AL-Bridgeport,1110,87.3238766241118,,,,,,,,,,,,,,
1016,AL-Camden,1117,67.0392981269587,,,,,,,,,,,,,,
1017,AL-Carrollton,2271,103.488965937552,,23.8532469169734,,,,,,,,,,,,
1018,AL-Centre,2482,111.532377141482,,28.5908926375753,,,,,,,,,,,,
1019,AL-Centreville,1123,100.488675459322,,,,,,,,,,,,,,
1022,AL-Cullman,9919,106.904177881855,,27.8019598241995,7.29913188939295,7.70770685859279,,6.70038228125225,7.79358122172208,,4.59627913120888,,,,8.76537642202307,
1023,AL-Dadeville,1103,122.367516458105,,,,,,,,,,,,,,
1024,AL-Decatur,8429,98.6737747236094,,29.0090833053707,8.66710435688043,6.81339496385217,,4.91280656957395,6.78126063746232,,4.02536452472967,,,,16.7296180294227,
1025,AL-Demopolis,2370,92.8374175991791,,16.049426145084,,,,,,,,,,,,
1026,AL-Dothan,19749,111.783897011812,3.11109869121959,31.4783946863522,6.64258454790508,7.45147924496747,2.22129484743084,5.47925218782485,8.13989516630362,1.74808514844534,4.52430763303545,3.06579954479573,1.84555804373913,1.05625915097443,15.3812347784614,
1027,AL-Elba,1404,111.377359286021,,,,,,,,,,,,,,
