HRR #,HRR label,Medicare Enrollees (1992),"All Surgical Discharges per 1,000 Medicare Enrollees (1992)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (1992)","Back Surgery per 1,000 Medicare Enrollees (1992)","Coronary Angiography per 1,000 Medicare Enrollees (1992)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1992)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1992)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1992)","Cholecystectomy per 1,000 Medicare Enrollees (1992)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1992)","Hip Replacement per 1,000 Medicare Enrollees (1992)","Knee Replacement per 1,000 Medicare Enrollees (1992)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1992)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1992)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1992)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1992)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1992)"
1,AL-Birmingham,263779,110.817811470656,0.936687496614176,3.29026258561801,31.6639429258982,7.95173830478956,7.57342987565707,2.91349473592476,7.2294956158288,8.76771303324435,1.76287157462829,3.73756214883625,2.84430426774688,1.80748489025898,1.34678508293883,14.5900566285617,0.992489421187219
2,AL-Dothan,43525,106.195862551924,1.11512777626768,2.69642351169263,27.4809360792634,6.42224858719656,5.59381912217367,2.78907730399529,6.25245012871445,8.24871834009057,1.82885703545851,4.39590711267628,3.00418718568119,1.61860879269787,1.15235956133883,14.8044790710388,0.831366282227092
5,AL-Huntsville,50579,102.800114234965,1.23345691638367,2.82447283415898,25.1165993030593,7.06752022117934,5.23289516883388,3.53788142376399,6.66830743065426,8.13640368249867,1.95356742885186,3.66445994063985,2.47021083521063,1.34486514473509,2.76316814390343,15.4841943579811,0.900910034201141
6,AL-Mobile,79971,112.465075264861,1.13804945564441,2.66331970497181,25.0269763581226,7.48037561688911,6.00490209238513,3.5313638438367,7.99823139090549,9.00321626207682,1.83122395653315,4.66007987778502,2.76330924713107,2.04997868892008,3.37754768598681,10.0960629418347,1.35697788998011
7,AL-Montgomery,47973,107.93700039082,1.59434934704186,4.0066657113945,28.396177038863,4.76202481886624,9.87742914554644,4.11447634202105,6.14633971704727,7.9653788288352,1.87670620050451,3.82591595561168,2.94457869612105,1.6604957754482,1.82012283163044,12.1036725360722,0.72380724615874
9,AL-Tuscaloosa,27255,99.280027834661,1.10594962690458,2.97148987646785,23.5566368105086,7.07936444508418,5.71292238335006,3.77846054604025,7.08555546922698,8.08984687653447,1.66147392217104,4.13917403486206,3.19715537418261,1.7635881763781,1.2708875976981,9.22140240243189,0.752564253227757
10,AK-Anchorage,23629,79.005209449125,-0.521312976429264,2.46064563124646,8.96292584979133,4.21107155608567,1.94565514155709,1.05752528793198,5.2346899055338,7.43336698683329,2.76339486693132,3.9422199791497,2.29751803220801,2.31905200525713,0.516997692698736,7.59378310078575,-0.754951244242123
11,AZ-Mesa,59166,95.4924437708078,1.36373671193343,3.00868790097777,14.5818859691562,4.51524272993322,3.90477891476272,2.03805061238489,5.76708173132693,7.38985515917828,2.56849522358826,6.17265249663948,2.71655310624678,1.73438604227793,1.34120075229997,13.5357724908556,1.13146042898972
12,AZ-Phoenix,192529,94.6247862148669,1.10136471659179,2.43532607867891,13.2015311228513,4.33555982665407,4.36992406320719,1.89289028298749,5.19532558923854,8.19547782109746,2.35652076507376,4.19720428230353,3.26374199562618,1.7153127091574,1.74261297137732,14.0764204912046,1.02940770716797
14,AZ-Sun City,53261,92.9179128163157,1.11443005341613,2.80112911278678,17.7399668096696,4.29866642351109,6.91505125918892,1.86315420675048,4.62580482807165,7.1991521848291,2.87447520288576,4.91503873332931,2.57192263563935,2.43735648431816,1.14129452993306,15.5170486822138,1.05516544424054
15,AZ-Tucson,86990,93.6202807681608,1.09410355861043,3.79830648896291,16.8750969680646,4.07564535463966,5.60921148196984,1.58625531775621,6.10223285828665,7.81032528198397,2.61192733346542,4.5063347560852,2.6939524766464,1.5907369538396,1.41446632502098,15.3581488855882,0.866325282974989
16,AR-Fort Smith,43993,99.8316416000112,0.932515653091867,1.96208622425024,16.3662503123228,5.41962644172669,3.23263334088156,2.15690454680577,7.35577182229155,8.53581876076611,1.35075696254883,4.05095117839997,2.43712160221884,1.94314605253809,0.83980980519049,21.1262652337058,0.833419063628578
18,AR-Jonesboro,31095,105.653709277094,0.935546587063883,2.75687381363818,20.2285538786039,7.14160016984826,7.27494862236123,2.44190043829525,7.27696500200291,8.04486724942305,2.3636572598866,3.07512894030688,2.8978053271387,2.26144039552833,1.42595699969664,16.3453820970251,0.929920206718887
