HRR #,HRR City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
201,Wichita,KS,1270655,158.77382415,66.926939031,88.659116333,25.608996412,20.232816348,33.793171415,23.656204976,0.5773207616,7.9894785342,4.2200292588,1.0841732454,1.2904495234,1.3255696209,4.3674498156,0.6768569576,45.799966389,0.2002249746,7.2408125111,1.0866364093,1.6929649123,0.6017151722,13.989996641,0.6627159512,1.8894746264,0.9020107889,1.8468490465,46.617969478,3.2299347301,6.2110250346,1.9849616139,2.8467809838,7.9687588725,0.9796283281,6.2108101754,1.0231633401,5.6145288981,0.7197872501,1.564900507,0.7423736256,1.7756106756,0.3593844577
203,Covington,KY,414106,188.20159029,69.049371426,116.75694323,45.452277404,19.483373162,40.284557842,21.084608288,0.5258043797,6.7150987188,6.1311781761,1.7413911294,1.5173759124,3.2228386306,13.235267233,1.1652547781,36.697813572,0.4833364514,6.7892309476,3.2777030455,1.868981733,1.393466418,17.928648221,0.1788715978,1.1380983609,0.8693935141,2.8741987022,62.059569058,2.9415074004,6.613677122,3.1090394477,2.1301066689,14.042110895,2.4691038686,6.4698633866,1.3501214169,8.6432034034,0.4824610342,1.737283861,1.8338532555,1.7459834657,1.125740793
204,Lexington,KY,1525915,189.27153386,68.727026992,118.0631953,42.24154882,24.655836004,37.052456551,29.229643804,1.1945293577,11.501143854,7.0874256741,1.5083665645,2.3480242789,2.3639833635,7.8244131173,0.9211928611,30.415333634,0.6252734929,7.7324793232,2.463817838,2.4872940428,1.0276995595,25.433684344,0.7685843041,2.3685804986,1.1479389043,3.5517688693,47.991263224,4.00436389,5.052963584,2.5037714236,4.1537068579,12.825908507,1.4312257836,8.7071466703,1.4529367723,6.9403852845,1.4300727877,2.0127605954,1.178758341,2.4983624675,0.9840582393
205,Louisville,KY,1764845,198.82845437,65.699548133,130.73605784,45.847846033,26.801231469,41.12411505,33.612903636,1.8886598925,13.625863277,6.2058043776,1.4082817292,2.0226060157,3.1323348151,11.443188694,1.0863107187,26.653285945,0.714313647,6.8879176696,2.9595726114,2.9378060445,1.3463709054,23.875420206,1.4036833741,1.9915704272,1.4838679134,3.104538406,58.584563643,3.9098226332,6.4202607728,2.3488400052,4.3780822729,15.21090896,1.7587868898,10.833988561,1.236528541,9.7450363195,1.2037258315,1.9814724675,0.7250020805,2.5661234121,1.2391788644
207,Owensboro,KY,145206,136.05357196,39.226389473,95.537224611,32.847301711,21.669267766,34.374529448,8.7141972716,1.8084401976,8.9829079851,4.9202621592,1.6929011888,1.984363432,2.5241554279,6.1029423629,0.6901198838,18.565192969,0.077730128,5.8792726329,2.1096411834,2.9706231475,0.1465918261,13.107347287,0.1765133395,1.352246627,1.444650834,2.0922326487,45.603027781,2.2557649363,4.9096371586,2.0116819522,2.3734198562,7.646655033,0.9336287097,5.2030130418,1.2474328399,7.5154170057,1.2037977771,0.8672503335,1.2201702159,4.8818207123,0.2570062753
208,Paducah,KY,375728,163.79655129,57.530979873,104.07156694,33.160712779,19.888336641,41.274280648,14.086199008,0.6023823139,7.3855344557,5.446481455,1.6417877497,1.4859760349,2.2014583352,6.5954916498,0.5756790705,31.564546905,0.2556973688,7.4447847551,2.5033498656,2.0533804309,0.9184472478,17.938157607,0.4266608717,1.4886574533,0.8666564422,2.2369359182,66.95025546,3.8980430907,6.3683035732,3.1012318225,3.206115755,7.9198148954,1.1081097634,5.8699976801,1.7354637726,7.6029957928,1.2288823886,1.3279823163,0.8362194867,2.4446509986,0.923630728
209,Alexandria,LA,291127,172.08374866,65.993540413,103.73695397,34.931168805,20.777901811,38.505723706,15.005217762,0.8107676083,8.0701585068,7.5787730479,1.16969944,1.0090422413,1.1145429757,5.8103545662,0.4442797495,33.599249831,0.4015358541,9.7364232959,2.0527063716,2.7256966089,0.5475606435,20.99517974,1.3827162337,2.1017535418,1.2404594887,2.7298163037,51.504740566,3.4659837364,4.8832763872,3.7319122096,3.587260812,11.512679545,0.7500147267,6.4881983138,1.2532341407,6.7099753463,0.8739223727,1.9178263004,1.0879853933,2.7696130244,0.1511757593
210,Baton Rouge,LA,943444,185.10095828,61.986637378,120.98815258,45.629873819,21.485554148,42.300890981,26.397477824,1.0738708561,8.6950427831,6.0333336629,0.8870100339,2.1967176957,3.0564569281,10.107286405,1.3703010245,23.344962895,0.5863622902,7.1667973518,3.1618723588,2.8559371285,1.0799682026,25.040244884,1.102794616,2.057549042,1.4964780955,3.4417699738,55.757779724,4.7513178235,6.5294263585,3.8554828096,1.9699585079,13.570997975,2.0067425419,6.4046786851,1.4492492543,8.0089176866,1.4331732344,2.5671431069,1.0504648351,2.665129403,1.1868012841
212,Houma,LA,273854,160.67805293,44.653821832,114.69619442,39.08639576,19.921343578,47.823281131,29.726010282,0.6080717095,7.6403782402,6.6353530775,1.9398550222,1.4569903,2.6693286607,9.5464947412,0.6138937216,20.752870306,0.100344745,9.7001543988,2.6276442617,2.6161240455,0.7779149056,12.171414594,0.210582996,2.2134197946,1.8352789682,2.7482465633,68.771247623,3.0736807722,8.0460358053,3.922065571,3.3750223707,11.423015025,0.6462644906,4.8916100681,1.6410944344,5.2608711491,0.8947133711,1.3722061032,0.5531569896,3.6669566123,0.2967786419
213,Lafayette,LA,612379,180.32676415,68.757537941,109.23301227,36.882124402,21.962465716,40.863151708,16.291993311,1.057291628,8.9524196227,6.8917200806,1.4160144546,0.4937711886,1.9760650976,7.0717759388,1.0555369662,28.615852221,0.3628295823,7.3261649044,2.3110633936,2.3057750289,0.6157553405,25.417182283,1.7596858514,2.1775634882,1.4478429729,2.6964664059,52.88113335,4.7955293584,6.2430440341,4.3186513485,3.4664351599,14.602784156,0.8961721202,5.7144207537,1.4193863937,7.8328143141,1.6743470934,1.8495943662,0.7283867511,3.3575426228,0.2851909414
214,Lake Charles,LA,278164,155.24890723,55.847086362,97.231590678,29.995589961,18.524227306,38.473071806,18.407746704,0.808352136,5.9359343086,4.7417990958,0.9401039853,0.9546559756,1.9750481321,5.6929927752,0.540100912,33.619980083,0.0992236925,6.1023286317,2.3458252581,2.2357167432,0.5325705813,15.84681614,0.6329469367,1.6772015663,1.6816056147,1.8225884677,59.576886186,3.3589284769,7.2097286973,2.5351649545,4.0334080333,6.7379758964,0.8539589706,6.3357464125,2.1591226363,6.4889535528,0.5418837723,1.6937967274,0.4689358274,2.762386418,0.4635170991
216,Metairie,LA,458584,235.77874064,67.753031237,165.50266636,61.895603747,28.204261905,57.691443231,57.071369476,1.6724017832,14.957908053,10.376884648,1.4974932075,2.0586066721,5.071213506,15.566698851,1.6614645823,22.31540369,0.3314009393,9.0562365599,5.0042684031,2.7862002218,2.1254511947,26.912292432,0.8236306999,2.8387562759,1.8830967999,4.0571103219,85.238582858,7.4520941169,6.8617111353,5.0280139521,4.1662760427,18.672173929,3.457612175,11.59000971,1.552496323,9.1034795526,0.613766587,3.0182786656,1.0478108785,3.4451571889,0.6744925245
217,Monroe,LA,270602,158.58263992,60.041966783,96.29005159,34.517865014,21.516052511,34.6867001,18.452844231,0.7704492017,8.8813843337,5.2524634311,1.1957053679,1.0449627039,2.545505227,5.97414883,0.7760473965,35.217154187,0.3873568095,6.7362484131,3.331585412,1.6596931381,0.1570568238,15.651157096,0.786636144,2.5920771207,0.611787177,2.003875134,50.870319111,4.1763268882,5.5969566685,2.6264629972,3.0794095708,9.4206815824,1.0435722188,3.8842940986,3.1171052257,6.3401679024,0.7574167851,1.6512116785,0.4628556092,2.1609167824,0.1350344397
218,New Orleans,LA,657147,238.46529502,71.130224392,164.47873441,67.056268812,26.012997546,45.947245871,94.677216025,1.9670334297,12.815741009,9.3351301082,1.4737202013,2.2324153057,4.3348214304,14.609050833,2.1143648247,18.254420174,0.6287654429,7.0390636715,4.211340697,3.5502414854,3.9209420962,31.265166673,1.4275210541,3.409476447,1.348842632,5.7062511343,55.274634238,6.3535538663,6.9584141276,3.7354383304,5.8042499774,21.774272024,2.3313444739,15.384992282,1.5309495229,8.1524848862,1.0686302935,4.058748935,1.4953153546,3.3013116318,1.042680876
219,Shreveport,LA,697005,193.86367888,65.266229448,126.27826563,45.552168777,22.236439955,44.854547297,55.630769123,0.9045424594,9.2170517396,6.9965902232,1.6559456001,3.6164231364,1.7177364686,9.97776144,1.2902092362,28.69861701,0.0733742056,8.0127724514,3.4959019889,4.0858526736,1.4247639088,22.453233383,1.4545898941,3.1951247266,1.2183528116,2.3713761044,61.532975226,4.1949517896,6.978794078,3.5169600473,5.3662359871,14.132478665,1.5616430907,8.2049111433,1.6336118204,6.4300128172,1.1267940203,1.8971768384,1.5630238057,4.2192229787,0.5472556665
220,Slidell,LA,185158,206.78728899,59.465525598,145.17154812,56.166036127,27.722948672,51.939341706,25.715955475,0.4632294036,14.520246515,11.918712455,2.4313715469,1.375418704,3.791663318,13.644014445,1.6509101086,21.421659393,0.130548325,7.9693954012,2.7368445956,2.5951668102,1.0930396252,22.682710592,0.5271074129,1.9237771439,3.1449398969,5.8705270915,72.231213953,5.4502243033,8.8127751446,4.0401262943,3.6556247899,15.342222453,1.0964329621,5.311494611,2.2932008309,9.9039219399,1.1080220122,1.767091753,1.1771520383,2.5374965761,1.4378794562
221,Bangor,ME,400737,235.62554909,100.89908614,132.86956228,41.585107104,26.089604641,48.489576029,17.962070038,0.3250445876,12.807972081,4.5358991068,1.9479438344,4.1049742602,1.3991509748,11.101238581,0.7982758413,55.020736682,1.079471814,11.007380838,2.4040794663,3.8024723787,1.2831517163,28.641821189,1.2952015961,1.1035647877,1.0316487447,3.9678943857,70.164956939,4.0338810046,8.4114973052,2.8674288892,4.6249690175,17.642717629,1.0751643506,12.200482727,1.3083932303,7.3843052516,0.9225841348,2.3507827857,0.6287941245,2.5432761391,0.8937019807
222,Portland,ME,1072664,249.30930509,98.230720022,148.98601623,54.63680087,25.955707489,45.730253089,31.086414647,1.0426222016,12.708704875,6.2821367709,1.3305968076,4.0379189946,2.3069725183,15.666707087,1.1525793041,49.757237925,1.2543902971,8.109263109,3.0388550367,3.5625048385,1.5336894273,30.540141764,0.7022251806,1.7328730413,1.4088506345,3.9416682695,71.058929624,4.1256394822,7.5001421188,2.6457847725,3.3487876987,18.111164672,1.5050062932,17.093412088,1.98804286,9.3917302684,1.0311544653,2.852671308,1.3378306422,3.25555776,0.8243597427
223,Baltimore,MD,2530484,257.82388759,87.777757496,167.26369885,64.181312787,28.306584379,48.998601279,63.518606889,1.2128110478,15.498916145,8.2659887272,1.389163189,3.9071683126,3.3136765183,11.008005724,2.5337196737,17.939075462,2.1491408162,7.7072762551,4.4188559162,5.0671423237,3.2792600585,47.716446461,1.6490680847,3.1341458111,1.8526150706,5.5770302763,67.764161035,6.3193344166,7.382527951,3.1293054279,5.766377537,22.302796518,2.2645435864,19.953513597,2.3252277759,11.339809239,1.4821591062,2.9427927152,1.8419988688,3.3197261604,1.066074251
225,Salisbury,MD,439563,218.7083942,71.082621135,145.05076186,52.715491679,28.60442352,49.114170207,16.206961875,0.5431576259,15.295330645,7.6645406841,1.4361718747,3.1457319881,2.131730285,13.047535343,1.2696514053,28.216655631,1.422428803,8.1526899087,3.8010570501,2.5632468346,1.2406708923,26.763111513,0.7799370309,1.9596599914,1.2626384545,4.9413997451,73.129337474,6.5454867019,7.8944114872,3.0956531455,3.6399901582,16.598639439,1.9076198991,10.010870381,1.371226548,10.373198996,1.7709220312,3.2710022972,1.6975119145,2.7187336572,0.8888441465
226,Takoma Park,MD,949382,259.09754904,86.090643088,170.58775829,70.021224188,28.979649902,51.853369876,40.775045517,1.907725666,16.061811919,9.5394441443,1.3098557704,2.9893197536,3.549602792,11.806622592,2.6763289895,19.907025767,1.7222258706,8.178923225,4.1740289497,5.9470551352,4.8489961454,45.884350532,1.6110104886,2.7481711936,1.2420225024,5.3838995365,74.959814707,8.3430599327,7.3044793364,3.164585774,6.2064614464,20.900560973,2.2779023496,14.596091289,2.1561870918,8.4572890511,1.531471677,2.9088201959,2.354870646,3.1564415442,0.9815719513
227,Boston,MA,4828377,285.47373952,100.96109509,182.16686575,76.03572573,27.349784573,47.590792297,66.446770676,1.6043409661,14.751454964,10.180037293,1.440443687,3.6514995017,5.1166032958,12.439249364,3.4564740544,18.193867374,2.0874802569,6.9903493705,5.6331036004,6.2727449651,4.0439861863,54.408188369,1.5194593012,3.2056641968,1.3345274462,7.869175661,66.911529488,6.4623912497,7.3075132367,3.4409626279,7.8734986754,29.096847213,1.9413966707,24.793588382,2.0100181779,14.405846021,1.9536826413,3.3181117151,2.2395553035,3.0030229175,1.2505998952
230,Springfield,MA,746206,256.29273182,96.208166426,157.62090858,56.492081606,29.892951444,44.723204345,44.828958514,1.1182280654,17.0618291,6.917200049,1.3113995014,3.000909963,2.4401964507,14.296631511,2.5517331026,20.270018013,1.9715543477,9.5705752075,3.3102383991,3.0200487009,2.2448615342,50.642740573,0.7691780309,2.7873164242,1.3089847993,3.9387847186,66.818565273,4.7523211119,6.5459868168,2.3038180479,5.8573867362,25.651940922,0.9808550644,15.635283913,1.1546883285,10.271113775,1.12515855,3.4916200737,1.8753996997,2.7293653077,0.9240580873
231,Worcester,MA,805628,231.98378986,89.942788729,139.54337278,55.829680404,25.250219799,38.609270074,57.413044066,0.7385193937,12.031011815,7.9654210109,1.4777074342,3.2605810043,3.0748051228,12.038326497,1.8363636842,28.210037095,1.9198715341,5.5586898914,3.7258677183,3.3340927132,2.0107771735,42.667614683,0.8752041918,2.820323945,0.6580184355,5.7129971422,56.55972165,4.5401528671,5.7190212859,2.0458349689,4.8739012844,19.044466827,2.4012377544,14.097889917,1.7158796307,8.1534082631,1.2786384727,1.6843864711,2.2076716558,2.5981627979,1.2031784915
232,Ann Arbor,MI,1401181,225.34917643,78.753698934,144.50781616,58.644637873,23.720949031,39.688055422,60.162120121,1.493310009,10.436293447,8.2862594612,1.1220893997,2.589770802,3.114648646,12.98015642,1.9443203238,28.476824882,1.4597901309,6.0280605738,3.5587539239,3.45848615,1.5383256412,34.109135106,0.6669775677,2.3912730426,1.2929331286,5.075180799,58.955358883,5.458612056,4.8985408818,2.6422756933,5.0906590228,16.18712193,1.2971285845,14.274255943,1.3685295617,8.9797006213,1.3981598107,3.7935171901,1.8340483008,3.1900737144,1.1364783977
233,Dearborn,MI,517706,204.12149299,78.092116954,123.54587526,48.507453702,21.517033449,41.051067221,46.268720428,0.9027641822,8.3260100264,6.8878403554,1.0954329032,2.8713178926,3.0853221791,9.9686580466,0.9474241709,25.497492303,1.3073068946,6.6691870278,2.8755495848,2.7172232731,2.2230592454,37.527062964,0.8500736501,2.8104528784,1.0164767865,4.0514824597,67.932236338,5.3526892678,5.6669697882,2.5030640753,4.0890556857,14.91707431,1.1259888397,8.1369866999,1.0439759889,9.1072497976,1.0437436035,2.5988141539,1.5341554844,2.3474777202,0.9036855697
234,Detroit,MI,1736411,217.4401363,78.559265664,136.76956961,59.215062262,22.496628476,40.128537501,61.042204863,1.3812173083,8.7910358551,7.928293785,1.229644903,3.4958211593,3.4204825763,13.939932926,1.306329359,29.974896906,1.1854482236,6.2155445635,2.8176781338,3.6532138189,2.4505918414,33.559640821,1.1707301515,3.5144895235,1.2423671334,5.1761016099,60.367093976,5.3896453169,5.4907565806,2.1238442748,5.4396110306,14.996292352,1.5767875672,9.6687631093,1.4882808744,12.052044212,1.4004104921,4.0070585565,1.0410965862,2.5318876346,1.3402868067
235,Flint,MI,558439,188.19138387,80.480941317,104.66841896,38.55526338,21.109828644,34.353576094,48.786057288,0.9597507519,8.1071744567,5.8331765181,1.5184051485,2.3810754687,1.4958305513,6.7974171687,0.8074043817,39.099863928,1.0488372357,5.1285394266,2.5568860497,2.1169094572,1.3099015607,30.243222974,0.6963430641,2.6814756624,1.5976137758,2.9280599934,57.02283347,3.5819354861,3.5455753953,1.7269918236,2.9874155192,11.064731577,1.2554106485,5.047602768,1.1924470705,9.0384542275,1.186189263,2.8427042238,0.6385969127,2.2162188362,1.5351115513
236,Grand Rapids,MI,1190635,180.53379452,65.858334264,111.95731022,36.670146152,24.409766746,38.571404414,25.523447188,0.9317556498,11.248674019,4.4138206563,0.8982833443,1.8797856998,1.375717659,11.835828269,0.7064997532,33.64805174,0.4682857481,6.6746538928,1.9876149666,1.5101660404,0.8933195893,22.032681704,0.9462256515,1.2488174875,1.1926034485,2.3631227796,56.427967857,4.1064733829,5.271233568,2.3179288539,3.3142214439,10.330998773,1.9822363251,5.5705540584,0.5779408024,8.0287924902,0.9739593862,2.4304454534,0.7284423016,2.7603550375,0.682394175
238,Kalamazoo,MI,673187,186.80577306,71.02525151,113.40149735,41.587199111,21.347082339,36.872594864,32.548674008,0.9714129695,7.7188275536,4.7336138926,0.6192269632,2.0021450343,1.2711199072,13.852306503,0.4890686283,30.7957243,0.5486842401,6.8999401648,1.8339920049,2.0643923082,1.352058853,26.551859924,0.9384515319,1.637890276,1.3307200473,3.6942115496,49.952750266,4.1761035555,6.0624379821,1.9546864191,3.3459646192,13.687480422,0.8097904275,8.3417668099,1.2081956263,12.560940788,0.7106455056,2.12196698,1.0165324332,1.8317070077,2.034426794
239,Lansing,MI,718979,187.49959094,72.486604577,111.94486945,41.673523484,21.640150562,34.206988489,34.867923622,1.1967639803,8.909202787,5.9602884006,1.6780045104,1.4177811851,1.8654964253,11.395008454,0.8498121192,37.222952186,0.6952493773,7.0102298863,1.6893535589,1.9763719547,1.1340572252,21.810979308,0.5011446952,1.6179926875,1.296302654,3.0059529105,45.927769245,4.2081663393,5.0169554112,1.6839214006,2.8322084476,13.232381885,1.1455512135,10.735879039,1.184698733,7.023582458,0.6966596927,2.3966383034,1.3712394411,2.0040676447,0.3620655508
240,Marquette,MI,197848,198.3044146,86.061439333,109.99524147,35.342648549,22.130034407,41.492282059,19.048572388,0.5287577439,9.0156337666,4.3667202576,1.1813441391,1.4478744658,1.579680483,11.709371129,0.2353721606,59.505219531,0.9394579042,8.3753899394,2.1026539647,1.6283522084,1.3341355442,15.71249446,0.6032864568,1.0838203468,1.2123037444,2.3461280337,58.085164141,4.1787752901,6.4596049744,2.9436558142,5.5969653504,11.467401347,1.1822981699,7.1922166637,0.9547078085,7.988217372,0.5594156825,1.0648954215,0.6101690222,2.2067226651,1.0217675037
242,Muskegon,MI,269570,178.60461793,68.518326791,107.17814516,36.677758544,27.038960266,35.727359524,12.854782001,0.5210245167,13.697110212,3.5068017273,0.6022110865,0.5408612688,1.6567229703,13.135395887,0.1943622693,42.18196594,0.7661682258,6.5466945591,1.1525024304,1.8571553047,0.8274231055,19.847361131,0.2078870074,2.1893446421,0.6848465178,1.8972807982,48.164112016,4.8664989683,5.4264235873,2.2340360901,4.5129846908,6.6424776888,1.8707731707,4.757986137,1.0628881156,7.1087139267,0.8020861717,2.7394182074,0.8226800874,1.9154974059,1.44629794
243,Petoskey,MI,179645,201.93451294,76.352153993,123.12261099,42.603151167,25.076080398,45.507170154,13.068048198,1.0571895053,11.866600492,5.9962803984,1.9641575228,1.1739515278,1.4553137627,12.995577329,0.6408216869,46.943083744,0.251363432,9.1437807477,2.7557171574,2.8859847563,1.8655819775,17.759930584,0.6605084523,1.2538630367,2.1065299192,2.4704178217,67.842623635,3.2212136314,8.3627323066,2.2226164575,4.40459759,12.514395816,1.0120151474,6.505121654,1.1294105159,9.4003357539,0.5838489936,3.2310039932,1.0442554526,2.5271476742,0.7709985657
244,Pontiac,MI,471047,227.02167803,80.135837501,145.19010079,52.928906534,25.46961707,51.611236405,43.24575535,2.5458495836,12.247043136,5.709569029,1.47109245,3.1223681281,4.3798298947,9.9923057681,1.8138283166,30.433393274,1.3523063846,7.9660047934,2.6814472741,3.4108543419,2.1391394897,34.904066008,1.2891135049,2.4050612239,1.7848086212,3.9094331552,94.319147544,5.236344339,6.074799682,2.848468565,4.0235299182,14.821719455,2.7370864054,9.6995029972,1.4620602027,7.9005155292,1.7882204294,4.163146717,0.9698189714,3.0798087921,1.0388852581
245,Royal Oak,MI,680228,246.85551734,88.15474117,157.16912819,65.216297497,24.015949157,50.267437673,56.295513739,2.1198484874,10.669665766,7.6236313423,1.2202803352,2.3718519935,5.0726474005,13.353154867,1.5404578222,26.056183559,1.5276822069,7.6680505135,3.7411924622,4.7401326876,2.2265243533,42.02601274,1.1921957826,2.4777456668,1.74201899,5.3406938951,80.595847533,5.869687831,6.6476429515,2.9159442266,4.1077577586,19.9759539,3.2041820996,11.937112609,1.4394633744,12.262165117,1.659120148,6.6839214082,1.1130875069,3.1050126924,1.0578693075
246,Saginaw,MI,631870,185.6675002,69.999409877,112.96980321,40.003225428,21.255681585,40.263394087,30.229781846,0.9797801522,8.2959069047,5.7613251482,1.1646507808,1.1926869572,1.4860655658,12.813735629,0.6398258214,40.005681345,1.0369860956,7.5814179189,1.4363366954,1.6594819779,1.2198599944,20.475229103,0.5834313544,1.4565551949,1.3395480833,2.6479655862,71.545053596,4.5472362773,5.8074398709,1.9652521197,2.7529153131,9.5083021999,1.0291506516,7.6059313648,0.7683622834,10.024596048,1.0257554313,2.4645480661,1.1308474372,1.7993566118,0.9644572306
248,St. Joseph,MI,138042,195.60716692,71.671258322,121.4315491,43.364244888,26.368331941,38.293396553,18.231130399,0.7740654209,12.98082126,4.670857147,1.2649101464,1.3057901213,1.0571731774,17.047919383,1.4414215689,33.019664647,0.2099998596,8.9556588909,2.2890079623,2.5797519763,0.459138989,27.218690473,0.4139723176,1.5457593863,0.6184549797,2.7110018236,57.555985647,5.4787474752,4.5989245216,1.4301552445,2.6488537727,11.361761469,1.0690628926,7.5456723802,0.8364145586,6.5407820644,1.2022937801,1.4085958955,2.2119610276,1.7353765804,0.5462546718
249,Traverse City,MI,227573,205.05365047,81.008117305,121.87543108,40.701107337,23.712174657,41.389002598,16.745125948,0.8143320967,10.434856194,5.1936552848,1.327833163,2.5673578004,3.5798207399,13.92395935,0.7830174259,46.574621899,0.496865992,5.8168028355,2.4419135931,1.6302090709,0.8439136705,22.876106055,0.9090166238,0.3978038669,0.9746434118,2.2865061754,64.46879913,5.6191918617,5.7112425127,3.6928786085,6.110354377,11.732683053,1.8225865507,9.8317910702,0.5138145009,9.8705970875,1.2941669009,2.7828565945,0.8443556764,1.8847426369,1.0447558144
250,Duluth,MN,340001,219.9090133,96.396824767,121.82382765,45.372717492,22.570021528,43.328425683,15.431269471,0.5629531727,9.1647574829,5.9446739363,0.7954385024,2.7878246182,1.9249679912,11.582482091,1.5610081714,66.101822574,0.6238158313,8.4810977715,3.6566207029,3.0856930842,1.4936124347,19.907104892,0.8433418154,1.6241043744,1.3156117502,3.4378737833,53.77251384,4.8340361891,9.1515452853,2.1834412645,5.3168852105,10.308213374,1.360798906,6.4185884905,1.2539175938,10.765837014,1.2541399333,2.7131084207,1.4686916943,2.6663056837,0.7705760633
251,Minneapolis,MN,3240531,221.81966704,90.655904887,129.15599573,49.264965353,22.970888961,40.518556021,32.447268434,1.2020106183,9.1822816277,6.4495856602,0.9419640327,2.4200113537,3.4533694655,10.371158692,1.5136358237,51.300084241,0.8716910057,6.6138956455,3.0379462293,3.7343669985,1.441755338,25.63592574,0.7393021346,2.275088485,1.1154938603,4.3642498994,55.369569266,4.7158018268,7.4594274229,2.8326043652,4.5458192517,13.700392251,1.5757896079,9.956079896,1.0743231916,14.329518893,1.1495240863,2.4963374404,1.0723650257,2.5865564794,0.712012296
253,Rochester,MN,416837,248.42192326,82.554651843,163.52309215,82.618950727,24.956213641,39.154994571,77.373342178,1.0657504805,11.450911279,14.973498893,1.1198812942,5.5670873088,4.3671638281,5.4491424793,4.547200352,42.039194451,1.4234894819,8.2413203629,7.4792994296,8.7833613662,3.2879624618,30.239475337,0.8219728905,3.8485022752,1.5142107944,10.713421026,42.012975995,4.1970058981,7.1222619104,2.5699954287,8.5640554557,10.515867805,1.2632250273,12.672272598,2.1556663507,21.504570602,2.4197681103,4.5053139478,1.613121921,2.5573480118,0.5433740684
254,St. Cloud,MN,248386,176.95074148,73.012898797,101.85477725,38.60520379,21.8556462,30.876954717,15.15707483,1.0092131359,8.1809397036,5.7301081155,0.6327769428,1.3216585616,1.8072684238,6.5113942136,1.9660888869,43.047112722,0.683627945,5.9957202472,3.4992638396,2.1358092304,0.5362653333,20.54183929,0.4015359156,1.7258029519,0.9658329636,2.9992943136,39.994282193,3.4003463153,5.457809784,1.744262698,3.0214598325,9.4568633502,1.8800099494,6.6372365139,0.9877187153,13.183412161,1.0315567586,2.8166349797,1.1377735893,2.1688731612,0.1620444462
256,St. Paul,MN,1084754,213.23808995,87.831894404,122.86139748,46.891987683,22.162366385,36.78783885,28.854798954,1.2400319032,8.811731503,7.093415009,1.1200549991,2.0660567754,3.1253964045,9.1111649299,1.4844071381,50.58798416,1.0945841524,5.2516476402,3.5673162561,3.1004072569,1.298633871,23.927208438,0.8178251967,1.5547889191,1.1684180591,4.21044444,47.994485325,5.0534646786,7.2362832617,1.9971266839,4.913794181,13.209635204,1.1989488342,10.073936133,1.0893163859,8.7903630438,1.1845598927,1.9962176958,1.0355745537,2.3954819838,0.4399285691
257,Gulfport,MS,201978,213.47307043,61.463104103,149.48953119,56.552452608,25.387371124,56.021567303,24.231820588,1.6638371411,12.16447903,7.5450152733,2.0758228371,2.3963920385,4.1647994908,14.379318082,0.9455501781,20.144577096,0.1252492936,9.513041307,4.0537511507,3.1273440315,0.5907038337,28.285645334,1.2940256637,3.2091332072,2.1007892605,5.3668932048,67.164036066,5.472570279,8.7482318779,4.704822176,3.6675053988,13.132303892,2.5973845251,8.2985510686,1.8603631971,10.996095992,0.9474036641,2.0518719077,0.610687399,4.5247096101,2.1841923168
